date,FIold,IdV,LN,UdC,LADESTRA,PD,PdL,M5S,FdI,FIPDLFI,NCDUdC,SI,AP,MDP,LeU,E,I,NcI,CivP,EV,LS,IV,A,CI
2019-09-30,-100,-100,32.099999999999994,-100,-100,19.549999999999997,-100,19.9,7.5,6.45,-100,-100,-100,-100,-100,1.7000000000000002,-100,-100,-100,1.95,2.65,4.75,-100,-100
2019-10-01,-100,-100,29.7,-100,-100,21.6,-100,21.0,8.6,6.9,-100,-100,-100,-100,-100,2.3,-100,-100,-100,1.5,2.3,3.9,-100,-100
2019-10-02,-100,-100,32.6,-100,-100,19.7,-100,19.0,7.6,7.4,-100,-100,-100,-100,-100,2.2,-100,-100,-100,1.5,1.8,4.5,-100,-100
2019-10-03,-100,-100,30.2,-100,-100,19.1,-100,20.6,8.6,6.1,-100,-100,-100,-100,-100,2.1,-100,-100,-100,2.2,2.4,3.9,-100,-100
2019-10-04,-100,-100,31.4,-100,-100,19.7,-100,19.8,7.8,8.0,-100,-100,-100,-100,-100,1.8,-100,-100,-100,2.0,1.6,4.5,-100,-100
2019-10-07,-100,-100,31.433333333333334,-100,-100,20.133333333333336,-100,19.400000000000002,7.866666666666667,6.6000000000000005,-100,-100,-100,-100,-100,1.5,-100,-100,-100,2.3,2.9,4.666666666666667,-100,-100
2019-10-08,-100,-100,31.0,-100,-100,19.85,-100,19.75,8.15,7.15,-100,-100,-100,-100,-100,2.25,-100,-100,-100,1.5,2.05,4.5,-100,-100
2019-10-09,-100,-100,31.866666666666664,-100,-100,19.6,-100,18.900000000000002,7.733333333333334,6.166666666666667,-100,-100,-100,-100,-100,1.8666666666666665,-100,-100,-100,2.0,1.8333333333333333,4.733333333333333,-100,-100
2019-10-10,-100,-100,34.1,-100,-100,19.4,-100,18.2,8.1,5.3,-100,-100,-100,-100,-100,1.3,-100,-100,-100,2.1,2.0,4.9,-100,-100
2019-10-11,-100,-100,31.6,-100,-100,19.95,-100,20.0,7.55,6.95,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.9,2.1,4.65,-100,-100
2019-10-14,-100,-100,32.63333333333333,-100,-100,19.73333333333333,-100,19.000000000000004,7.633333333333333,6.0,-100,-100,-100,-100,-100,1.8666666666666665,-100,-100,-100,1.9333333333333333,2.6,4.966666666666666,-100,-100
2019-10-15,-100,-100,30.7,-100,-100,20.4,-100,19.7,8.2,7.8,-100,-100,-100,-100,-100,2.5,-100,-100,-100,1.4,2.0,4.0,-100,-100
2019-10-17,-100,-100,32.800000000000004,-100,-100,19.133333333333336,-100,18.400000000000002,7.866666666666667,6.533333333333334,-100,-100,-100,-100,-100,1.9000000000000001,-100,-100,-100,1.5333333333333332,1.9000000000000001,4.933333333333334,-100,-100
2019-10-18,-100,-100,31.6,-100,-100,20.2,-100,19.8,7.8,7.8,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.7,1.8,4.1,-100,-100
2019-10-21,-100,-100,33.5,-100,-100,19.1,-100,18.15,8.3,6.75,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.75,2.25,5.199999999999999,-100,-100
2019-10-22,-100,-100,30.5,-100,-100,19.8,-100,20.8,8.7,8.1,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.9,1.8,3.5,-100,-100
2019-10-23,-100,-100,33.400000000000006,-100,-100,19.45,-100,18.15,8.2,6.6,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.45,2.1,4.8,-100,-100
2019-10-24,-100,-100,34.6,-100,-100,19.75,-100,15.9,7.949999999999999,5.9,-100,-100,-100,-100,-100,1.25,-100,-100,-100,1.55,1.95,6.1,-100,-100
2019-10-25,-100,-100,33.2,-100,-100,19.3,-100,18.0,8.4,8.2,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.6,1.9,4.3,-100,-100
2019-10-27,-100,-100,34.0,-100,-100,18.6,-100,17.95,8.8,6.8,-100,-100,-100,-100,-100,1.75,-100,-100,-100,1.8,2.4000000000000004,4.65,-100,-100
2019-10-29,-100,-100,30.9,-100,-100,19.5,-100,19.2,9.5,7.7,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.6,2.0,3.7,-100,-100
2019-10-30,-100,-100,33.63333333333333,-100,-100,19.266666666666666,-100,17.366666666666664,8.833333333333334,7.3,-100,-100,-100,-100,-100,1.9333333333333333,-100,-100,-100,1.6666666666666667,1.9000000000000001,4.666666666666667,-100,-100
2019-10-31,-100,-100,33.65,-100,-100,18.1,-100,17.95,9.4,6.1,-100,-100,-100,-100,-100,1.0,-100,-100,-100,2.2,2.1,6.0,-100,-100
2019-11-01,-100,-100,31.0,-100,-100,19.5,-100,18.5,8.5,7.0,-100,-100,-100,-100,-100,2.0,-100,-100,-100,2.0,2.0,4.0,-100,-100
2019-11-04,-100,-100,34.1,-100,-100,17.5,-100,16.8,8.9,6.2,-100,-100,-100,-100,-100,1.8,-100,-100,-100,2.2,3.3,6.0,-100,-100
2019-11-05,-100,-100,30.3,-100,-100,19.15,-100,17.9,10.1,8.65,-100,-100,-100,-100,-100,2.45,-100,-100,-100,1.5,1.9,4.4,-100,-100
2019-11-06,-100,-100,33.95,-100,-100,19.15,-100,16.85,9.3,6.800000000000001,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.6,1.9000000000000001,4.95,-100,-100
2019-11-07,-100,-100,34.4,-100,-100,18.4,-100,21.05,6.45,6.25,-100,-100,-100,-100,2.9,1.7999999999999998,-100,-100,-100,1.5,2.0,5.9,-100,-100
2019-11-08,-100,-100,34.5,-100,-100,18.8,-100,16.8,9.1,8.1,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.4,1.7,4.5,-100,-100
2019-11-09,-100,-100,31.5,-100,-100,19.0,-100,17.5,9.0,7.0,-100,-100,-100,-100,-100,2.5,-100,-100,-100,2.0,2.0,4.5,-100,-100
2019-11-11,-100,-100,34.0,-100,-100,18.466666666666665,-100,16.166666666666668,9.333333333333334,7.033333333333334,-100,-100,-100,-100,-100,1.4666666666666668,-100,-100,-100,1.5666666666666667,2.233333333333333,5.3,-100,-100
2019-11-12,-100,-100,33.3,-100,-100,19.75,-100,16.75,9.5,6.449999999999999,-100,-100,-100,-100,-100,2.7,-100,-100,-100,1.3,2.15,5.05,-100,-100
2019-11-13,-100,-100,34.06666666666667,-100,-100,19.099999999999998,-100,16.333333333333332,9.566666666666668,6.466666666666666,-100,-100,-100,-100,-100,1.5999999999999999,-100,-100,-100,1.4333333333333333,2.0,5.466666666666668,-100,-100
2019-11-15,-100,-100,34.2,-100,-100,19.3,-100,16.3,9.3,8.0,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.3,1.9,4.6,-100,-100
2019-11-18,-100,-100,34.0,-100,-100,18.3,-100,16.2,9.5,6.4,-100,-100,-100,-100,-100,1.7,-100,-100,-100,2.3,3.3,5.0,-100,-100
2019-11-19,-100,-100,31.9,-100,-100,21.2,-100,16.3,9.9,7.5,-100,-100,-100,-100,-100,3.1,-100,-100,-100,1.2,1.7,4.6,-100,-100
2019-11-20,-100,-100,32.45,-100,-100,19.3,-100,16.75,9.2,6.65,-100,-100,-100,-100,-100,1.85,-100,-100,-100,1.5,2.05,5.25,-100,-100
2019-11-21,-100,-100,35.6,-100,-100,18.1,-100,15.7,9.6,5.9,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.5,2.1,5.5,-100,-100
2019-11-22,-100,-100,33.0,-100,-100,19.45,-100,16.8,9.1,7.75,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.5,2.05,4.65,-100,-100
2019-11-25,-100,-100,33.900000000000006,-100,-100,18.85,-100,16.2,9.55,7.05,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.75,2.6,4.95,1.1,-100
2019-11-26,-100,-100,31.5,-100,-100,20.4,-100,16.4,10.6,7.4,-100,-100,-100,-100,-100,3.0,-100,-100,-100,1.0,2.2,4.5,-100,-100
2019-11-27,-100,-100,32.36666666666667,-100,-100,19.033333333333335,-100,16.666666666666668,9.933333333333335,6.699999999999999,-100,-100,-100,-100,-100,1.5999999999999999,-100,-100,-100,1.8666666666666665,2.0,5.2,1.65,-100
2019-11-28,-100,-100,34.6,-100,-100,18.6,-100,15.3,10.1,6.0,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.5,2.1,5.3,1.8,-100
2019-11-29,-100,-100,35.3,-100,-100,19.1,-100,15.8,9.4,8.1,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.4,2.1,4.1,-100,-100
2019-12-02,-100,-100,34.25,-100,-100,18.35,-100,15.65,9.75,6.6499999999999995,-100,-100,-100,-100,-100,1.55,-100,-100,-100,1.8,2.75,3.0500000000000003,3.6999999999999997,-100
2019-12-03,-100,-100,31.2,-100,-100,20.7,-100,15.9,11.0,7.4,-100,-100,-100,-100,-100,3.0,-100,-100,-100,1.1,2.7,3.6,0.7,-100
2019-12-04,-100,-100,32.233333333333334,-100,-100,18.7,-100,16.0,10.066666666666666,6.8999999999999995,-100,-100,-100,-100,-100,1.5333333333333332,-100,-100,-100,1.4333333333333333,2.1666666666666665,5.233333333333333,2.066666666666667,-100
2019-12-05,-100,-100,34.9,-100,-100,18.6,-100,15.5,10.2,5.5,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.3,2.2,5.3,1.7,-100
2019-12-06,-100,-100,32.4,-100,-100,18.53333333333333,-100,16.900000000000002,10.266666666666667,6.8,-100,-100,-100,-100,-100,1.7333333333333334,-100,-100,-100,1.15,2.1999999999999997,2.966666666666667,2.0,-100
2019-12-09,-100,-100,33.55,-100,-100,18.3,-100,15.55,10.05,6.65,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.8,2.75,4.3,2.65,-100
2019-12-10,-100,-100,30.6,-100,-100,20.8,-100,16.3,10.6,7.6,-100,-100,-100,-100,-100,2.5,-100,-100,-100,1.2,2.9,3.3,0.9,-100
2019-12-11,-100,-100,32.1,-100,-100,19.25,-100,15.95,10.100000000000001,6.7,-100,-100,-100,-100,-100,1.75,-100,-100,-100,1.7,2.3499999999999996,4.9,1.9,-100
2019-12-12,-100,-100,33.4,-100,-100,18.9,-100,15.7,10.2,7.9,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.5,2.5,3.9,2.0,-100
2019-12-13,-100,-100,32.65,-100,-100,18.8,-100,16.4,9.9,6.85,-100,-100,-100,-100,-100,1.65,-100,-100,-100,1.45,2.15,4.3,2.1,-100
2019-12-16,-100,-100,31.6,-100,-100,17.4,-100,15.75,10.7,6.300000000000001,-100,-100,-100,-100,-100,1.45,-100,-100,-100,2.05,2.85,5.05,2.85,-100
2019-12-17,-100,-100,29.9,-100,-100,20.2,-100,16.0,10.5,7.0,-100,-100,-100,-100,-100,2.5,-100,-100,-100,1.5,3.3,3.6,1.3,-100
2019-12-18,-100,-100,31.333333333333332,-100,-100,19.166666666666668,-100,16.166666666666668,10.5,6.433333333333334,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.8,2.6333333333333333,4.633333333333334,2.2,-100
2019-12-19,-100,-100,33.35,-100,-100,18.35,-100,16.55,10.3,6.35,-100,-100,-100,-100,-100,1.15,-100,-100,-100,1.6,1.9500000000000002,5.1,1.95,-100
2019-12-20,-100,-100,32.4,-100,-100,19.1,-100,16.0,10.4,7.7,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.5,2.4,4.0,2.2,-100
2019-12-23,-100,-100,32.35,-100,-100,18.05,-100,15.8,10.4,6.65,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.85,3.2,4.35,2.8499999999999996,-100
2019-12-24,-100,-100,33.1,-100,-100,19.2,-100,16.1,10.4,5.8,-100,-100,-100,-100,-100,2.1,-100,-100,-100,-100,-100,4.5,3.1,-100
2020-01-07,-100,-100,29.5,-100,-100,20.0,-100,16.2,10.7,7.3,-100,-100,-100,-100,-100,2.3,-100,-100,-100,1.3,3.0,3.6,1.3,-100
2020-01-08,-100,-100,31.75,-100,-100,19.5,-100,16.0,10.649999999999999,6.55,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.4,2.6,4.7,2.3,-100
2020-01-09,-100,-100,31.3,-100,-100,18.8,-100,16.0,10.5,6.7,-100,-100,-100,-100,-100,1.6,-100,-100,-100,2.1,2.9,4.3,2.0,-100
2020-01-10,-100,-100,31.45,-100,-100,19.4,-100,15.95,10.3,7.3,-100,-100,-100,-100,-100,2.05,-100,-100,-100,1.6,2.35,4.2,1.8,-100
2020-01-13,-100,-100,31.599999999999998,-100,-100,18.866666666666667,-100,15.366666666666665,10.666666666666666,6.7,-100,-100,-100,-100,-100,1.5,-100,-100,-100,2.1,2.533333333333333,4.5,2.733333333333333,-100
2020-01-14,-100,-100,29.5,-100,-100,20.0,-100,15.75,10.95,6.85,-100,-100,-100,-100,-100,2.3,-100,-100,-100,1.7000000000000002,2.8,4.4,1.9,-100
2020-01-15,-100,-100,31.5,-100,-100,18.9,-100,15.8,10.5,6.6,-100,-100,-100,-100,-100,1.6,-100,-100,-100,2.0,2.8,4.4,2.1,-100
2020-01-16,-100,-100,31.65,-100,-100,19.2,-100,16.1,10.35,6.0,-100,-100,-100,-100,-100,1.45,-100,-100,-100,1.5,2.5,4.75,2.105,-100
2020-01-17,-100,-100,32.2,-100,-100,19.1,-100,15.3,10.7,8.0,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.8,2.6,3.7,2.3,-100
2020-01-20,-100,-100,32.5,-100,-100,18.85,-100,15.45,10.850000000000001,6.550000000000001,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.9,3.0,4.5,2.6,-100
2020-01-21,-100,-100,28.7,-100,-100,19.9,-100,16.1,11.3,7.3,-100,-100,-100,-100,-100,-100,-100,-100,-100,1.9,3.1,3.9,1.4,-100
2020-01-22,-100,-100,32.5,-100,-100,19.1,-100,15.8,11.1,6.2,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.3,3.3,3.9,2.5,-100
2020-01-23,-100,-100,31.8,-100,-100,18.7,-100,16.0,10.9,6.5,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.9,2.9,4.2,2.2,-100
2020-01-24,-100,-100,31.7,-100,-100,19.4,-100,15.1,11.0,7.8,-100,-100,-100,-100,-100,1.8,-100,-100,-100,2.0,2.5,3.6,2.4,-100
2020-01-26,-100,-100,33.0,-100,-100,17.5,-100,14.9,10.6,6.0,-100,-100,-100,-100,-100,2.2,-100,-100,-100,2.1,3.5,4.6,2.5,-100
2020-01-28,-100,-100,28.2,-100,-100,20.0,-100,15.9,12.0,6.9,-100,-100,-100,-100,-100,3.2,-100,-100,-100,2.4,2.9,3.6,1.3,-100
2020-01-29,-100,-100,30.1,-100,-100,21.2,-100,14.3,11.5,6.1,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.8,2.5,5.1,2.7,-100
2020-01-30,-100,-100,32.7,-100,-100,20.35,-100,15.0,11.3,5.95,-100,-100,-100,-100,-100,1.4500000000000002,-100,-100,-100,1.3,2.95,4.0,2.0999999999999996,-100
2020-01-31,-100,-100,30.8,-100,-100,20.1,-100,14.9,10.85,7.0,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.65,2.3,4.1,1.75,-100
2020-02-02,-100,-100,31.8,-100,-100,22.6,-100,12.7,11.6,4.8,-100,-100,-100,-100,-100,1.1,-100,-100,-100,1.8,2.3,3.8,2.6,-100
2020-02-03,-100,-100,30.25,-100,-100,20.85,-100,14.8,11.8,6.25,-100,-100,-100,-100,-100,2.0999999999999996,-100,-100,-100,2.1,2.95,3.4499999999999997,2.05,-100
2020-02-04,-100,-100,28.0,-100,-100,19.8,-100,15.2,12.4,7.0,-100,-100,-100,-100,-100,3.0,-100,-100,-100,2.4,2.8,3.2,1.6,-100
2020-02-05,-100,-100,24.8,-100,-100,20.8,-100,15.2,15.8,6.0,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.6,3.4,2.8,3.3,-100
2020-02-06,-100,-100,31.333333333333332,-100,-100,20.233333333333334,-100,14.966666666666667,11.1,5.933333333333333,-100,-100,-100,-100,-100,1.7333333333333334,-100,-100,-100,1.7333333333333334,3.033333333333333,4.566666666666666,2.3333333333333335,-100
2020-02-07,-100,-100,31.0,-100,-100,20.4,-100,13.8,11.9,7.5,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.8,2.5,3.9,2.4,-100
2020-02-10,-100,-100,32.2,-100,-100,20.7,-100,14.0,10.8,5.4,-100,-100,-100,-100,-100,2.0,-100,-100,-100,2.1,2.8,4.2,2.8,-100
2020-02-11,-100,-100,28.0,-100,-100,20.1,-100,14.9,12.7,6.7,-100,-100,-100,-100,-100,2.8,-100,-100,-100,2.0,3.0,3.2,1.2,-100
2020-02-12,-100,-100,30.4,-100,-100,20.75,-100,14.6,11.45,6.050000000000001,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.95,2.85,4.6,2.3,-100
2020-02-13,-100,-100,30.7,-100,-100,20.46666666666667,-100,14.566666666666668,11.800000000000002,5.666666666666667,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.6,3.0,4.066666666666666,2.15,-100
2020-02-14,-100,-100,30.6,-100,-100,20.8,-100,13.5,12.2,7.3,-100,-100,-100,-100,-100,1.9,-100,-100,-100,-100,2.6,4.0,-100,-100
2020-02-17,-100,-100,31.4,-100,-100,20.700000000000003,-100,13.2,11.9,6.15,-100,-100,-100,-100,-100,1.9,-100,-100,-100,2.05,2.75,4.05,2.7,-100
2020-02-18,-100,-100,29.25,-100,-100,20.65,-100,14.7,12.65,6.0,-100,-100,-100,-100,-100,2.8,-100,-100,-100,1.8,3.2,3.5,1.4,-100
2020-02-19,-100,-100,30.6,-100,-100,20.85,-100,14.3,11.75,6.1,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.85,2.85,4.55,2.25,-100
2020-02-20,-100,-100,32.2,-100,-100,20.4,-100,15.2,11.2,5.6,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.5,3.3,4.5,2.3,-100
2020-02-21,-100,-100,30.6,-100,-100,21.0,-100,13.3,12.6,7.1,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.6,2.5,3.9,2.4,-100
2020-02-22,-100,-100,30.5,-100,-100,20.5,-100,15.0,10.5,6.5,-100,-100,-100,-100,-100,2.5,-100,-100,-100,1.5,2.0,5.0,1.0,-100
2020-02-24,-100,-100,31.3,-100,-100,20.1,-100,13.4,11.3,5.4,-100,-100,-100,-100,-100,2.2,-100,-100,-100,2.3,3.3,3.8,3.1,-100
2020-02-25,-100,-100,27.7,-100,-100,21.6,-100,15.4,13.7,5.9,-100,-100,-100,-100,-100,2.6,-100,-100,-100,2.0,2.5,3.0,1.7,-100
2020-02-26,-100,-100,30.1,-100,-100,21.2,-100,14.6,12.0,6.4,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.8,2.8,5.0,2.1,-100
2020-02-27,-100,-100,32.1,-100,-100,20.25,-100,14.65,12.4,5.699999999999999,-100,-100,-100,-100,-100,1.5,-100,-100,-100,2.0,1.9,3.75,1.85,-100
2020-02-28,-100,-100,30.2,-100,-100,21.2,-100,13.4,13.1,7.1,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.5,2.6,3.6,2.1,-100
2020-02-29,-100,-100,30.5,-100,-100,21.0,-100,14.5,11.0,6.5,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.5,2.0,5.0,1.5,-100
2020-03-02,-100,-100,30.9,-100,-100,19.9,-100,13.7,12.1,5.7,-100,-100,-100,-100,-100,2.1,-100,-100,-100,2.2,3.6,3.2,2.8,-100
2020-03-03,-100,-100,27.2,-100,-100,22.0,-100,15.7,13.4,6.2,-100,-100,-100,-100,-100,2.3,-100,-100,-100,2.2,2.8,2.8,1.5,-100
2020-03-04,-100,-100,29.05,-100,-100,21.15,-100,14.649999999999999,12.45,6.3,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.6,2.5999999999999996,4.449999999999999,2.4000000000000004,-100
2020-03-05,-100,-100,32.5,-100,-100,20.7,-100,15.3,11.6,5.0,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.6,2.0,3.9,2.0,-100
2020-03-06,-100,-100,29.6,-100,-100,21.5,-100,13.6,13.4,6.8,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.7,2.5,3.2,2.0,-100
2020-03-07,-100,-100,31.1,-100,-100,22.9,-100,12.5,13.3,4.6,-100,-100,-100,-100,-100,1.4,-100,-100,-100,2.3,2.9,3.0,2.1,-100
2020-03-09,-100,-100,30.6,-100,-100,19.6,-100,13.4,12.0,5.7,-100,-100,-100,-100,-100,2.3,-100,-100,-100,2.4,3.8,3.5,2.9,-100
2020-03-10,-100,-100,27.0,-100,-100,22.5,-100,15.6,13.4,6.1,-100,-100,-100,-100,-100,2.3,-100,-100,-100,1.9,3.3,2.6,1.1,-100
2020-03-11,-100,-100,29.049999999999997,-100,-100,21.15,-100,14.15,12.3,6.05,-100,-100,-100,-100,-100,1.75,-100,-100,-100,1.95,2.9,4.65,2.3,-100
2020-03-12,-100,-100,31.6,-100,-100,21.0,-100,15.4,12.4,4.4,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.6,2.4,3.9,1.8,-100
2020-03-13,-100,-100,28.7,-100,-100,22.0,-100,13.7,13.7,6.6,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.8,2.4,3.3,2.0,-100
2020-03-16,-100,-100,31.0,-100,-100,20.5,-100,13.2,12.0,5.3,-100,-100,-100,-100,-100,2.4,-100,-100,-100,2.2,3.5,3.2,2.9,-100
2020-03-17,-100,-100,27.9,-100,-100,21.75,-100,14.75,13.25,6.25,-100,-100,-100,-100,-100,2.3499999999999996,-100,-100,-100,1.6,3.65,2.8499999999999996,1.5,-100
2020-03-18,-100,-100,29.7,-100,-100,21.3,-100,14.7,12.5,6.3,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.8,2.5,5.4,1.9,-100
2020-03-20,-100,-100,28.6,-100,-100,22.3,-100,13.7,14.1,6.8,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.7,2.6,3.0,1.8,-100
2020-03-21,-100,-100,30.6,-100,-100,23.1,-100,12.8,13.7,5.0,-100,-100,-100,-100,-100,1.5,-100,-100,-100,2.2,3.1,2.8,2.0,-100
2020-03-23,-100,-100,30.2,-100,-100,20.3,-100,13.8,11.8,5.7,-100,-100,-100,-100,-100,2.2,-100,-100,-100,2.3,3.7,3.2,2.6,-100
2020-03-24,-100,-100,26.5,-100,-100,22.9,-100,15.1,12.7,7.0,-100,-100,-100,-100,-100,2.6,-100,-100,-100,1.6,3.5,2.2,1.3,-100
2020-03-25,-100,-100,30.1,-100,-100,21.0,-100,14.9,12.7,6.0,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.7,2.3,5.3,1.9,-100
2020-03-26,-100,-100,30.3,-100,-100,21.266666666666666,-100,14.466666666666667,12.866666666666667,6.166666666666667,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.5999999999999999,2.1,3.466666666666667,2.033333333333333,-100
2020-03-27,-100,-100,28.9,-100,-100,22.0,-100,13.6,14.2,6.9,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.6,2.6,3.1,1.7,-100
2020-03-30,-100,-100,31.0,-100,-100,19.2,-100,14.9,12.3,5.3,-100,-100,-100,-100,-100,2.2,-100,-100,-100,2.2,3.3,3.3,2.7,-100
2020-03-31,-100,-100,26.2,-100,-100,22.6,-100,15.6,12.8,7.4,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.8,3.9,1.9,1.6,-100
2020-04-01,-100,-100,30.3,-100,-100,21.3,-100,14.7,13.1,5.8,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.8,2.1,5.0,1.9,-100
2020-04-02,-100,-100,30.8,-100,-100,21.8,-100,13.8,12.7,5.6,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.5,2.4,3.2,2.8,-100
2020-04-03,-100,-100,29.0,-100,-100,21.8,-100,13.7,14.4,6.9,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.8,2.7,2.9,1.6,-100
2020-04-06,-100,-100,30.7,-100,-100,20.1,-100,14.5,12.0,5.2,-100,-100,-100,-100,-100,2.3,-100,-100,-100,2.3,3.5,3.4,2.5,-100
2020-04-07,-100,-100,26.0,-100,-100,22.6,-100,16.0,12.5,7.5,-100,-100,-100,-100,-100,1.8,-100,-100,-100,2.2,3.5,2.0,1.0,-100
2020-04-08,-100,-100,29.1,-100,-100,21.4,-100,15.0,13.8,5.7,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.8,2.2,5.0,2.2,-100
2020-04-09,-100,-100,30.8,-100,-100,21.9,-100,14.2,12.8,5.7,-100,-100,-100,-100,-100,1.3,-100,-100,-100,1.7,2.3,3.5,2.5,-100
2020-04-10,-100,-100,28.5,-100,-100,21.8,-100,14.1,14.5,7.0,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.8,2.8,2.8,1.7,-100
2020-04-13,-100,-100,29.7,-100,-100,19.9,-100,14.2,12.8,5.3,-100,-100,-100,-100,-100,2.4,-100,-100,-100,2.1,3.8,3.6,2.4,-100
2020-04-15,-100,-100,29.2,-100,-100,21.1,-100,15.1,13.7,5.9,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.8,2.3,5.0,2.3,-100
2020-04-16,-100,-100,28.275,-100,-100,21.4,-100,14.774999999999999,13.424999999999999,5.9750000000000005,-100,-100,-100,-100,-100,1.4749999999999999,-100,-100,-100,1.575,2.5,3.325,2.175,-100
2020-04-17,-100,-100,28.3,-100,-100,21.4,-100,14.0,14.5,7.3,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.9,3.0,3.0,1.6,-100
2020-04-20,-100,-100,29.5,-100,-100,20.0,-100,14.4,13.3,5.8,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.9,3.5,3.1,2.6,-100
2020-04-21,-100,-100,25.9,-100,-100,22.9,-100,16.4,12.5,7.7,-100,-100,-100,-100,-100,1.5,-100,-100,-100,2.1,3.6,1.9,1.0,-100
2020-04-22,-100,-100,28.8,-100,-100,20.9,-100,14.7,13.8,6.1,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.9,2.4,5.1,2.3,-100
2020-04-23,-100,-100,27.75,-100,-100,21.55,-100,16.4,14.0,6.6,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.7,2.15,3.2,1.9,-100
2020-04-24,-100,-100,27.9,-100,-100,21.1,-100,14.0,14.3,7.7,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.8,2.8,3.4,2.0,-100
2020-04-27,-100,-100,28.2,-100,-100,20.3,-100,15.4,13.8,6.3,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.9,3.4,3.4,2.3,-100
2020-04-28,-100,-100,25.6,-100,-100,22.9,-100,16.4,12.0,7.9,-100,-100,-100,-100,-100,2.0,-100,-100,-100,2.3,3.2,2.9,1.2,-100
2020-04-29,-100,-100,28.4,-100,-100,20.7,-100,14.7,13.7,6.6,-100,-100,-100,-100,-100,1.5,-100,-100,-100,2.0,2.5,5.1,2.3,-100
2020-04-30,-100,-100,27.650000000000002,-100,-100,21.35,-100,15.45,13.975,6.425,-100,-100,-100,-100,-100,1.6666666666666667,-100,-100,-100,1.7,3.0250000000000004,3.0,2.1666666666666665,-100
2020-05-04,-100,-100,26.15,-100,-100,21.1,-100,17.6,13.95,5.65,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.8,2.65,3.0,2.25,-100
2020-05-05,-100,-100,24.9,-100,-100,22.9,-100,16.8,13.8,7.2,-100,-100,-100,-100,-100,2.1,-100,-100,-100,2.0,2.8,2.6,1.1,-100
