date,FIold,IdV,LN,UdC,LADESTRA,PD,PdL,M5S,FdI,FIPDLFI,NCDUdC,SI,AP,MDP,LeU,E,I,NcI,CivP,EV,LS,IV,A,CI
2021-03-01,-100,-100,23.6,-100,-100,18.9,-100,14.95,16.55,7.25,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.95,3.8,3.6,3.65,-100
2021-03-03,-100,-100,23.45,-100,-100,19.55,-100,14.9,16.05,8.0,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.7000000000000002,3.6,2.35,3.7,-100
2021-03-04,-100,-100,23.25,-100,-100,19.6,-100,14.399999999999999,17.5,7.300000000000001,-100,-100,-100,-100,-100,1.65,-100,-100,-100,1.5,3.75,2.8499999999999996,3.25,-100
2021-03-05,-100,-100,23.7,-100,-100,18.3,-100,14.1,17.6,10.5,-100,-100,-100,-100,-100,2.2,-100,-100,-100,1.5,3.0,2.6,3.6,-100
2021-03-08,-100,-100,23.5,-100,-100,16.6,-100,17.2,16.8,7.0,-100,-100,-100,-100,-100,2.3,-100,-100,-100,2.1,5.1,2.5,3.7,-100
2021-03-09,-100,-100,22.799999999999997,-100,-100,17.0,-100,17.2,16.5,7.8,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.6,3.45,3.5,3.6,-100
2021-03-10,-100,-100,23.549999999999997,-100,-100,17.45,-100,16.049999999999997,16.75,8.8,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.4,4.55,1.95,2.7,-100
2021-03-11,-100,-100,23.1,-100,-100,18.1,-100,17.25,17.85,7.1000000000000005,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.1,3.95,2.55,2.75,-100
2021-03-12,-100,-100,23.5,-100,-100,17.3,-100,16.0,17.5,10.4,-100,-100,-100,-100,-100,1.9,-100,-100,-100,1.4,3.3,2.4,3.5,-100
2021-03-15,-100,-100,23.45,-100,-100,16.85,-100,17.2,16.75,7.0,-100,-100,-100,-100,-100,1.55,-100,-100,-100,2.15,4.35,2.45,3.75,-100
2021-03-18,-100,-100,23.266666666666666,-100,-100,19.266666666666666,-100,14.9,18.166666666666668,6.3,-100,-100,-100,-100,-100,1.1666666666666667,-100,-100,-100,1.8666666666666665,3.133333333333333,2.7999999999999994,3.3000000000000003,-100
2021-03-19,-100,-100,23.6,-100,-100,18.0,-100,15.8,17.6,10.5,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.5,3.2,2.3,3.2,-100
2021-03-22,-100,-100,23.3,-100,-100,19.0,-100,17.5,17.1,6.7,-100,-100,-100,-100,-100,1.2,-100,-100,-100,2.0,4.5,2.3,3.4,-100
2021-03-25,-100,-100,23.433333333333334,-100,-100,19.233333333333334,-100,16.7,17.400000000000002,6.833333333333333,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.5,3.266666666666667,2.6,2.8666666666666667,-100
2021-03-26,-100,-100,23.2,-100,-100,18.3,-100,16.0,17.8,10.3,-100,-100,-100,-100,-100,1.3,-100,-100,-100,1.6,3.3,2.2,3.1,-100
2021-03-29,-100,-100,22.6,-100,-100,18.8,-100,17.4,17.7,6.5,-100,-100,-100,-100,-100,1.7,-100,-100,-100,2.3,4.5,2.2,3.2,-100
2021-03-31,-100,-100,23.5,-100,-100,18.8,-100,16.0,16.8,6.5,-100,-100,-100,-100,-100,1.6,-100,-100,-100,2.0,3.6,2.7,3.7,-100
2021-04-01,-100,-100,22.733333333333334,-100,-100,19.366666666666667,-100,16.53333333333333,18.3,7.966666666666666,-100,-100,-100,-100,3.4,1.366666666666667,-100,-100,-100,1.6333333333333335,2.95,2.4,2.733333333333333,-100
2021-04-06,-100,-100,22.8,-100,-100,18.4,-100,17.5,17.6,6.8,-100,-100,-100,-100,-100,1.8,-100,-100,-100,1.9,4.4,2.4,3.5,-100
2021-04-07,-100,-100,22.35,-100,-100,19.7,-100,16.9,17.35,6.800000000000001,-100,-100,-100,-100,-100,1.55,-100,-100,-100,1.7999999999999998,3.3499999999999996,2.45,3.5999999999999996,-100
2021-04-08,-100,-100,22.5,-100,-100,19.8,-100,14.5,16.7,7.8,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.8,4.2,2.7,3.0,-100
2021-04-09,-100,-100,22.3,-100,-100,18.9,-100,16.5,18.1,9.9,-100,-100,-100,-100,-100,1.2,-100,-100,-100,1.8,3.3,2.0,2.8,-100
2021-04-12,-100,-100,22.633333333333336,-100,-100,19.03333333333333,-100,16.900000000000002,17.46666666666667,7.699999999999999,-100,-100,-100,-100,-100,1.2333333333333334,-100,-100,-100,1.8333333333333333,3.0666666666666664,2.2666666666666666,3.1,-100
2021-04-13,-100,-100,22.95,-100,-100,18.8,-100,17.0,17.35,6.75,-100,-100,-100,-100,-100,1.75,-100,-100,-100,1.6,2.3,3.25,3.25,-100
2021-04-15,-100,-100,23.3,-100,-100,19.4,-100,15.7,18.8,6.0,-100,-100,-100,-100,-100,1.3,-100,-100,-100,1.5,2.9,3.0,3.4,-100
2021-04-16,-100,-100,22.0,-100,-100,19.2,-100,16.6,18.3,9.8,-100,-100,-100,-100,-100,1.0,-100,-100,-100,1.7,3.4,2.0,2.9,-100
2021-04-19,-100,-100,21.2,-100,-100,19.1,-100,18.4,18.0,6.4,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.9,4.5,2.1,3.7,-100
2021-04-22,-100,-100,22.3,-100,-100,19.5,-100,17.05,17.4,6.5,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.7,3.35,2.15,3.25,-100
2021-04-23,-100,-100,21.8,-100,-100,19.5,-100,16.0,18.5,9.8,-100,-100,-100,-100,-100,0.9,-100,-100,-100,1.9,3.4,2.0,3.1,-100
2021-04-26,-100,-100,21.8,-100,-100,19.1,-100,17.4,17.6,6.8,-100,-100,-100,-100,-100,1.7,-100,-100,-100,2.0,4.7,1.9,3.6,-100
2021-04-28,-100,-100,21.2,-100,-100,20.0,-100,16.7,17.9,6.8,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.9,4.4,2.1,3.5,-100
2021-04-29,-100,-100,22.0,-100,-100,20.15,-100,16.1,19.0,7.25,-100,-100,-100,-100,-100,1.3,-100,-100,-100,1.4500000000000002,3.0,2.5,2.9,-100
2021-05-02,-100,-100,21.6,-100,-100,19.3,-100,16.4,18.6,9.7,-100,-100,-100,-100,-100,-100,-100,-100,-100,1.8,2.3,1.9,3.3,-100
2021-05-03,-100,-100,20.9,-100,-100,19.0,-100,17.8,18.7,6.6,-100,-100,-100,-100,-100,2.0,-100,-100,-100,2.1,4.4,1.7,3.5,-100
2021-05-05,-100,-100,21.36666666666667,-100,-100,19.7,-100,15.766666666666667,17.7,7.133333333333333,-100,-100,-100,-100,-100,1.5999999999999999,-100,-100,-100,2.466666666666667,4.1,2.066666666666667,3.233333333333333,-100
2021-05-06,-100,-100,22.15,-100,-100,19.9,-100,16.45,18.65,6.9,-100,-100,-100,-100,-100,1.3,-100,-100,-100,1.3,3.15,2.3,2.85,-100
2021-05-07,-100,-100,21.450000000000003,-100,-100,19.65,-100,16.6,18.5,8.7,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.4,3.8499999999999996,1.9500000000000002,3.25,-100
2021-05-10,-100,-100,21.3,-100,-100,19.5,-100,17.0,19.1,6.7,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.8,4.6,1.8,3.7,-100
2021-05-12,-100,-100,21.3,-100,-100,20.05,-100,16.85,18.1,7.199999999999999,-100,-100,-100,-100,-100,1.75,-100,-100,-100,2.1,4.5,2.0,3.05,-100
2021-05-14,-100,-100,21.2,-100,-100,19.2,-100,16.5,19.0,9.4,-100,-100,-100,-100,-100,-100,-100,-100,-100,1.7,2.3,1.9,3.5,-100
2021-05-17,-100,-100,21.0,-100,-100,19.2,-100,16.8,19.5,7.0,-100,-100,-100,-100,-100,1.9,-100,-100,-100,2.0,4.7,1.8,3.5,-100
2021-05-18,-100,-100,22.5,-100,-100,19.5,-100,17.5,18.0,6.5,-100,-100,-100,-100,-100,1.5,-100,-100,-100,-100,2.5,2.5,3.5,-100
2021-05-19,-100,-100,21.05,-100,-100,19.15,-100,16.35,18.75,7.2,-100,-100,-100,-100,-100,1.5,-100,-100,-100,2.3,4.25,2.0,3.4,-100
2021-05-20,-100,-100,22.3,-100,-100,18.9,-100,16.35,18.35,6.95,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.4,3.1,2.5,3.05,-100
2021-05-21,-100,-100,21.1,-100,-100,19.25,-100,17.0,18.950000000000003,8.350000000000001,-100,-100,-100,-100,-100,2.1,-100,-100,-100,1.7000000000000002,2.9,2.35,3.15,-100
2021-05-24,-100,-100,21.3,-100,-100,19.5,-100,16.5,19.5,6.9,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.8,4.6,1.8,3.3,-100
2021-05-26,-100,-100,21.8,-100,-100,18.8,-100,15.5,19.0,6.5,-100,-100,-100,-100,-100,1.4,-100,-100,-100,2.1,3.5,1.8,3.1,-100
2021-05-27,-100,-100,21.7,-100,-100,19.1,-100,16.1,19.4,8.45,-100,-100,-100,-100,-100,2.2,-100,-100,-100,1.75,3.0,2.0,2.8,-100
2021-05-28,-100,-100,21.0,-100,-100,18.8,-100,16.8,19.4,9.2,-100,-100,-100,-100,-100,-100,-100,-100,-100,1.8,2.4,2.1,3.2,-100
2021-05-31,-100,-100,21.7,-100,-100,19.0,-100,15.8,20.0,6.3,-100,-100,-100,-100,-100,2.0,-100,-100,-100,1.7,5.2,2.1,3.6,-100
2021-06-03,-100,-100,21.35,-100,-100,18.0,-100,16.7,18.8,6.9,-100,-100,-100,-100,-100,1.1,-100,-100,-100,1.75,3.1,2.9,2.75,2.45
2021-06-04,-100,-100,21.0,-100,-100,18.6,-100,16.3,19.7,9.0,-100,-100,-100,-100,-100,1.3,-100,-100,-100,1.7,2.3,1.9,2.9,1.9
2021-06-07,-100,-100,21.45,-100,-100,18.5,-100,16.5,19.35,6.95,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.9500000000000002,4.25,2.9000000000000004,3.3,1.2
2021-06-08,-100,-100,21.4,-100,-100,18.7,-100,16.4,19.65,6.65,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.4,4.15,2.1,2.7,1.8
2021-06-10,-100,-100,22.5,-100,-100,19.7,-100,16.0,19.4,6.0,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.3,2.9,2.7,3.0,-100
2021-06-11,-100,-100,20.9,-100,-100,19.0,-100,16.0,19.8,9.1,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.8,-100,2.1,3.0,1.4
2021-06-12,-100,-100,20.1,-100,-100,20.8,-100,14.2,20.5,9.2,-100,-100,-100,-100,-100,1.3,-100,-100,-100,1.2,3.2,1.8,2.8,-100
2021-06-14,-100,-100,21.049999999999997,-100,-100,19.0,-100,16.2,20.35,6.699999999999999,-100,1.6,-100,2.4,-100,1.7,-100,-100,-100,1.7999999999999998,4.6,2.2,3.25,1.2
2021-06-15,-100,-100,21.3,-100,-100,17.5,-100,17.0,18.6,7.0,-100,1.9,-100,1.9,-100,1.3,-100,-100,-100,2.0,-100,3.7,3.2,1.6
2021-06-17,-100,-100,20.85,-100,-100,19.75,-100,16.1,19.15,7.8500000000000005,-100,2.25,-100,2.25,-100,1.475,-100,-100,-100,1.4249999999999998,-100,2.125,2.975,1.2000000000000002
2021-06-18,-100,-100,20.7,-100,-100,18.9,-100,15.6,20.3,9.2,-100,2.1,-100,-100,-100,1.3,-100,-100,-100,1.7,-100,3.3,3.3,1.1
2021-06-21,-100,-100,20.6,-100,-100,18.6,-100,16.0,20.5,6.8,-100,2.5,-100,2.4,-100,1.9,-100,-100,-100,1.8,-100,2.3,3.8,1.3
2021-06-24,-100,-100,20.55,-100,-100,19.85,-100,16.85,20.2,7.35,-100,2.25,-100,1.75,-100,2.1,-100,-100,-100,1.4,-100,1.9,2.4,1.6
2021-06-25,-100,-100,20.4,-100,-100,19.1,-100,15.2,20.5,9.3,-100,1.9,-100,-100,-100,1.4,-100,-100,-100,1.8,-100,2.2,3.2,1.0
2021-06-28,-100,-100,20.3,-100,-100,18.8,-100,16.6,20.7,7.0,-100,2.7,-100,-100,-100,1.8,-100,-100,-100,1.5,-100,2.1,3.9,1.0
2021-07-01,-100,-100,21.4,-100,-100,19.950000000000003,-100,16.2,18.85,7.25,-100,2.2,-100,2.5,-100,1.6,-100,-100,-100,1.4500000000000002,3.4,2.05,2.6,-100
2021-07-02,-100,-100,20.5,-100,-100,19.5,-100,14.7,20.8,9.3,-100,2.0,-100,-100,-100,1.5,-100,-100,-100,1.7,-100,2.1,3.1,0.9
2021-07-05,-100,-100,20.6,-100,-100,18.7,-100,14.6,20.5,7.0,-100,2.4,-100,2.7,-100,2.1,-100,-100,-100,1.8,-100,2.5,4.0,1.0
2021-07-08,-100,-100,21.4,-100,-100,19.4,-100,15.5,20.0,5.8,-100,-100,-100,-100,-100,1.6,-100,-100,-100,1.7,3.5,3.1,3.0,-100
2021-07-09,-100,-100,20.4,-100,-100,19.6,-100,15.1,20.6,9.1,-100,1.9,-100,1.7,-100,1.6,-100,-100,-100,1.6,-100,2.0,3.2,0.9
2021-07-12,-100,-100,20.2,-100,-100,18.9,-100,14.4,20.8,6.8,-100,2.7,-100,2.5,-100,2.0,-100,-100,-100,1.7,-100,2.4,3.9,1.2
2021-07-13,-100,-100,20.3,-100,-100,19.5,-100,14.3,20.5,7.5,-100,1.6,-100,1.8,-100,1.6,-100,-100,-100,1.8,-100,2.5,3.8,-100
2021-07-14,-100,-100,20.5,-100,-100,19.7,-100,15.3,20.1,8.0,-100,-100,-100,-100,-100,2.0,-100,-100,-100,-100,3.7,2.5,2.5,-100
2021-07-15,-100,-100,20.8,-100,-100,19.7,-100,15.7,20.2,6.1,-100,3.2,-100,-100,-100,1.5,-100,-100,-100,1.9,-100,3.1,3.0,-100
2021-07-16,-100,-100,20.2,-100,-100,19.7,-100,14.8,20.8,9.0,-100,2.0,-100,1.8,-100,1.5,-100,-100,-100,1.5,-100,2.1,3.3,-100
2021-07-19,-100,-100,20.1,-100,-100,19.1,-100,15.2,20.5,6.5,-100,2.4,-100,2.6,-100,1.8,-100,-100,-100,1.8,-100,2.5,4.1,1.3
2021-07-20,-100,-100,20.5,-100,-100,19.0,-100,15.5,20.5,6.5,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,2.5,2.5,3.5,-100
2021-07-22,-100,-100,20.566666666666666,-100,-100,19.96666666666667,-100,16.766666666666666,19.5,7.1000000000000005,-100,2.0,-100,1.9500000000000002,-100,1.7666666666666668,-100,-100,-100,1.5333333333333332,2.8,1.866666666666667,2.966666666666667,1.2
2021-07-23,-100,-100,20.1,-100,-100,19.35,-100,15.1,20.549999999999997,8.3,-100,1.7999999999999998,-100,1.9,-100,1.7000000000000002,-100,-100,-100,1.6,-100,2.05,3.3499999999999996,-100
2021-07-24,-100,-100,20.2,-100,-100,20.3,-100,15.0,19.4,6.8,-100,1.9,-100,1.8,-100,1.2,-100,-100,-100,1.5,-100,2.0,3.0,1.1
2021-07-26,-100,-100,20.0,-100,-100,18.8,-100,15.8,20.3,7.1,-100,2.5,-100,2.4,-100,2.0,-100,-100,-100,1.8,-100,2.3,3.8,1.1
2021-07-27,-100,-100,19.8,-100,-100,19.5,-100,15.5,20.0,8.2,-100,1.6,-100,1.8,-100,1.6,-100,-100,-100,1.2,-100,2.5,3.4,-100
2021-07-29,-100,-100,20.4,-100,-100,19.8,-100,15.9,20.8,6.2,-100,-100,-100,-100,-100,1.5,-100,-100,-100,1.5,3.1,2.9,3.0,-100
2021-08-02,-100,-100,20.3,-100,-100,19.0,-100,15.5,20.6,6.8,-100,2.7,-100,2.3,-100,1.8,-100,-100,-100,2.0,-100,2.2,3.9,1.1
2021-08-03,-100,-100,20.8,-100,-100,19.5,-100,16.6,21.0,7.0,-100,1.9,-100,2.2,-100,-100,-100,-100,-100,-100,-100,1.7,2.6,-100
2021-08-05,-100,-100,20.6,-100,-100,19.5,-100,16.0,20.9,6.5,-100,-100,-100,-100,-100,1.7,-100,-100,-100,1.4,2.8,2.9,2.8,-100
2021-08-15,-100,-100,21.9,-100,-100,19.3,-100,16.2,19.1,7.1,-100,-100,-100,-100,-100,1.4,-100,-100,-100,1.4,3.6,3.0,3.5,-100
2021-08-30,-100,-100,19.8,-100,-100,19.1,-100,16.3,20.6,7.0,-100,2.7,-100,2.3,-100,2.0,-100,-100,-100,1.6,-100,2.4,3.7,1.0
2021-09-02,-100,-100,19.866666666666667,-100,-100,19.266666666666666,-100,16.166666666666668,20.666666666666668,7.166666666666667,-100,2.05,-100,1.7,-100,1.8,-100,-100,-100,1.7,2.8,2.566666666666667,3.233333333333333,-100
2021-09-03,-100,-100,19.5,-100,-100,19.2,-100,16.1,21.0,8.3,-100,2.0,-100,1.8,-100,1.7,-100,-100,-100,1.7,-100,2.1,3.3,-100
2021-09-06,-100,-100,20.4,-100,-100,18.4,-100,16.0,21.0,6.9,-100,2.4,-100,2.4,-100,1.8,-100,-100,-100,1.9,-100,2.6,3.7,1.0
2021-09-09,-100,-100,20.4,-100,-100,19.6,-100,16.5,19.950000000000003,7.6,-100,2.45,-100,1.0,-100,1.85,-100,-100,-100,1.35,-100,2.5,2.4,-100
2021-09-13,-100,-100,20.0,-100,-100,18.7,-100,15.8,21.0,7.2,-100,2.5,-100,2.6,-100,2.0,-100,-100,-100,2.2,-100,2.5,3.4,1.0
2021-09-14,-100,-100,19.0,-100,-100,19.0,-100,16.6,19.75,7.15,-100,1.9,-100,1.75,-100,1.6,-100,-100,-100,2.0,-100,3.05,3.65,1.6
2021-09-16,-100,-100,20.4,-100,-100,19.5,-100,16.0,21.0,6.7,-100,-100,-100,2.9,-100,1.7,-100,-100,-100,1.4,-100,2.6,3.0,-100
2021-09-17,-100,-100,19.3,-100,-100,19.4,-100,18.0,18.2,7.9,-100,2.2,-100,2.5,-100,1.5,-100,-100,-100,1.7,-100,1.2,3.0,-100
2021-10-03,-100,-100,19.3,-100,-100,20.6,-100,16.3,19.6,6.8,-100,2.0,-100,1.5,-100,1.2,-100,-100,-100,1.4,-100,1.6,3.1,0.8
2021-10-07,-100,-100,19.2,-100,-100,21.0,-100,16.0,19.7,6.5,-100,2.0,-100,1.5,-100,1.2,-100,-100,-100,1.5,-100,1.6,3.3,0.9
2021-10-11,-100,-100,19.2,-100,-100,19.0,-100,16.9,20.7,7.1,-100,2.4,-100,2.6,-100,1.6,-100,-100,-100,1.8,-100,2.3,4.1,-100
2021-10-14,-100,-100,20.3,-100,-100,19.799999999999997,-100,15.850000000000001,20.0,6.85,-100,2.8,-100,-100,-100,1.5499999999999998,-100,-100,-100,1.5,3.9,2.6,3.65,-100
2021-10-16,-100,-100,19.6,-100,-100,20.2,-100,15.8,20.5,6.5,-100,-100,-100,2.0,-100,-100,-100,-100,-100,-100,-100,-100,3.0,-100
2021-10-18,-100,-100,19.4,-100,-100,19.2,-100,16.4,21.1,7.0,-100,2.2,-100,2.9,-100,1.6,-100,-100,-100,1.8,-100,2.1,3.9,-100
2021-10-19,-100,-100,17.7,-100,-100,19.25,-100,15.4,20.25,7.6,-100,1.55,-100,1.65,-100,1.25,-100,-100,-100,1.75,-100,3.55,3.7,1.55
2021-10-20,-100,-100,17.6,-100,-100,19.5,-100,16.2,19.2,8.1,-100,1.4,-100,1.5,-100,1.2,-100,-100,-100,2.1,-100,2.0,4.5,-100
2021-10-21,-100,-100,19.53333333333333,-100,-100,20.333333333333332,-100,15.866666666666667,20.133333333333333,7.5,-100,2.233333333333333,-100,1.6,-100,1.6666666666666667,-100,-100,-100,1.7333333333333334,-100,2.3000000000000003,3.1,-100
2021-10-25,-100,-100,19.2,-100,-100,19.7,-100,16.6,20.7,6.8,-100,2.4,-100,2.5,-100,1.9,-100,-100,-100,1.9,-100,2.0,4.1,-100
2021-10-27,-100,-100,18.85,-100,-100,20.2,-100,16.5,19.85,7.1,-100,2.0999999999999996,-100,2.0,-100,1.6,-100,-100,-100,2.0,-100,1.9500000000000002,3.6,1.0
2021-10-28,-100,-100,19.9,-100,-100,20.1,-100,15.5,20.6,7.2,-100,3.0,-100,-100,-100,1.5,-100,-100,-100,1.6,-100,2.5,3.2,-100
2021-10-29,-100,-100,18.6,-100,-100,20.1,-100,15.9,20.5,7.6,-100,1.9,-100,2.1,-100,1.5,-100,-100,-100,1.8,-100,2.3,3.8,-100
2021-10-31,-100,-100,19.0,-100,-100,20.1,-100,16.3,20.3,7.2,-100,2.3,-100,2.5,-100,1.8,-100,-100,-100,2.1,-100,1.7,4.1,-100
2021-11-02,-100,-100,18.1,-100,-100,19.4,-100,15.5,19.15,7.6,-100,1.95,-100,1.75,-100,1.45,-100,-100,-100,2.35,-100,3.15,3.85,1.5
2021-11-03,-100,-100,18.5,-100,-100,19.8,-100,16.0,19.1,7.6,-100,2.3,-100,2.1,-100,1.7,-100,-100,-100,2.1,-100,2.1,4.1,1.0
2021-11-04,-100,-100,18.35,-100,-100,19.95,-100,15.45,20.7,7.35,-100,2.0,-100,1.0,-100,1.3,-100,1.5,-100,1.55,-100,2.8,3.85,1.5
2021-11-05,-100,-100,18.5,-100,-100,20.3,-100,16.0,20.3,7.6,-100,1.9,-100,2.0,-100,1.6,-100,-100,-100,2.0,-100,2.3,3.7,-100
2021-11-08,-100,-100,18.8,-100,-100,20.75,-100,17.2,19.0,7.65,-100,2.1,-100,2.2,-100,1.6,-100,-100,-100,1.9,-100,2.0,3.95,1.0
2021-11-09,-100,-100,18.5,-100,-100,19.7,-100,15.2,19.2,7.1,-100,2.4,-100,1.8,-100,1.3,-100,-100,-100,2.1,-100,4.2,3.8,1.4
2021-11-10,-100,-100,18.4,-100,-100,20.4,-100,16.1,19.8,8.3,-100,2.0,-100,-100,-100,2.5,-100,-100,-100,2.1,-100,2.3,3.0,-100
2021-11-11,-100,-100,19.1,-100,-100,20.1,-100,15.8,19.95,7.300000000000001,-100,2.5999999999999996,-100,2.1,-100,1.55,-100,-100,-100,1.85,-100,2.35,3.7,1.1
2021-11-13,-100,-100,18.4,-100,-100,20.4,-100,16.2,20.0,7.5,-100,2.0,-100,2.1,-100,1.5,-100,-100,-100,2.0,-100,2.2,3.9,-100
2021-11-14,-100,-100,19.8,-100,-100,20.7,-100,15.9,18.3,7.1,-100,2.5,-100,-100,-100,1.8,-100,-100,-100,1.2,-100,2.6,4.0,-100
2021-11-15,-100,-100,18.7,-100,-100,20.3,-100,16.1,20.2,6.9,-100,2.5,-100,2.4,-100,1.9,-100,-100,-100,2.1,-100,2.2,3.9,1.0
2021-11-16,-100,-100,18.8,-100,-100,19.7,-100,15.3,19.2,7.0,-100,2.3,-100,1.7,-100,1.3,-100,1.5,-100,2.3,-100,4.1,3.5,1.4
2021-11-17,-100,-100,18.3,-100,-100,20.0,-100,15.7,19.2,7.8,-100,2.3,-100,2.2,-100,1.5,-100,-100,-100,2.2,-100,2.0,4.1,1.0
2021-11-18,-100,-100,19.766666666666666,-100,-100,21.0,-100,14.333333333333334,19.599999999999998,8.466666666666667,-100,2.1666666666666665,-100,2.0,-100,1.5333333333333332,-100,-100,-100,1.5999999999999999,-100,2.6,3.6,0.4
2021-11-20,-100,-100,18.4,-100,-100,20.3,-100,16.1,19.9,7.6,-100,2.0,-100,2.0,-100,1.6,-100,-100,-100,2.0,-100,2.3,3.8,-100
2021-11-22,-100,-100,18.4,-100,-100,20.8,-100,15.7,19.8,6.8,-100,2.5,-100,2.2,-100,2.1,-100,-100,-100,2.4,-100,2.4,4.0,1.0
2021-11-23,-100,-100,18.5,-100,-100,19.6,-100,15.4,19.6,7.1,-100,2.3,-100,1.7,-100,1.2,-100,1.5,-100,2.3,-100,4.3,3.4,1.4
2021-11-25,-100,-100,18.924999999999997,-100,-100,20.675,-100,15.525,19.849999999999998,7.575,-100,2.3,-100,1.5333333333333334,-100,1.675,-100,-100,-100,1.85,-100,2.175,3.2750000000000004,0.9
2021-11-27,-100,-100,18.3,-100,-100,20.3,-100,15.9,19.9,7.7,-100,2.1,-100,2.1,-100,1.5,-100,-100,-100,2.1,-100,2.4,3.7,-100
2021-11-29,-100,-100,18.8,-100,-100,21.1,-100,15.7,19.4,7.0,-100,2.5,-100,2.0,-100,1.7,-100,-100,-100,2.2,-100,2.7,4.2,-100
2021-11-30,-100,-100,19.2,-100,-100,21.0,-100,15.8,20.0,7.4,-100,2.1,-100,2.0,-100,-100,-100,-100,-100,-100,-100,1.9,2.8,-100
2021-12-01,-100,-100,17.5,-100,-100,20.5,-100,15.0,20.5,7.5,-100,1.0,-100,1.0,-100,0.5,-100,1.5,-100,1.5,-100,2.5,4.5,1.0
2021-12-02,-100,-100,18.799999999999997,-100,-100,20.0,-100,15.2,20.45,7.25,-100,2.55,-100,1.6,-100,1.35,-100,1.5,-100,2.1,-100,3.45,3.4,1.4
2021-12-03,-100,-100,18.4,-100,-100,20.4,-100,15.4,20.4,8.5,-100,2.0,-100,1.8,-100,1.6,-100,-100,-100,1.9,-100,2.5,3.4,-100
2021-12-06,-100,-100,18.25,-100,-100,21.2,-100,15.45,19.55,7.800000000000001,-100,1.7999999999999998,-100,2.0,-100,1.7,-100,-100,-100,1.8499999999999999,-100,2.4,4.1,-100
2021-12-09,-100,-100,18.4,-100,-100,21.2,-100,15.4,19.3,7.7,-100,2.3,-100,2.2,-100,1.6,-100,-100,-100,2.3,-100,2.5,4.1,1.0
2021-12-10,-100,-100,18.2,-100,-100,20.9,-100,15.1,20.4,8.7,-100,2.1,-100,1.6,-100,1.7,-100,-100,-100,1.8,-100,2.4,3.2,-100
2021-12-13,-100,-100,19.0,-100,-100,22.1,-100,14.3,20.2,7.7,-100,2.2,-100,2.3,-100,1.5,-100,-100,-100,2.5,-100,2.1,3.8,-100
2021-12-16,-100,-100,19.133333333333333,-100,-100,20.933333333333334,-100,14.966666666666667,20.3,7.066666666666666,-100,1.9,-100,1.75,-100,1.45,-100,-100,-100,1.8333333333333333,3.0,2.033333333333333,3.4333333333333336,0.7
2021-12-17,-100,-100,18.4,-100,-100,21.7,-100,14.4,20.6,8.8,-100,2.0,-100,1.7,-100,1.6,-100,-100,-100,1.9,-100,2.1,3.0,-100
2021-12-20,-100,-100,18.833333333333336,-100,-100,21.96666666666667,-100,15.33333333333333,18.866666666666664,8.433333333333332,-100,1.9000000000000001,-100,2.2,-100,1.6666666666666667,-100,-100,-100,1.8666666666666665,-100,1.9333333333333336,3.733333333333333,1.0
2021-12-22,-100,-100,19.450000000000003,-100,-100,20.7,-100,16.2,19.450000000000003,8.3,-100,2.0,-100,1.3,-100,2.1,-100,-100,-100,1.7,-100,1.9500000000000002,2.5,-100
2022-01-10,-100,-100,18.95,-100,-100,21.85,-100,14.4,19.2,8.3,-100,1.9,-100,2.3499999999999996,-100,1.8,-100,-100,-100,2.05,-100,2.1500000000000004,4.199999999999999,-100
2022-01-12,-100,-100,18.6,-100,-100,22.1,-100,14.4,19.5,7.8,-100,2.4,-100,2.2,-100,1.5,-100,-100,-100,2.3,-100,2.4,4.0,0.9
2022-01-15,-100,-100,19.0,-100,-100,21.6,-100,14.2,18.5,6.9,-100,1.9,-100,1.4,-100,5.4,-100,-100,-100,1.7,-100,1.7,-100,0.8
2022-01-17,-100,-100,18.8,-100,-100,21.6,-100,13.7,20.0,7.4,-100,2.6,-100,2.3,-100,4.8,-100,-100,-100,2.6,-100,2.4,-100,-100
