date,size,firm,PP,PSOE,ERC,PNVEAJ,CC,BNG,Cs,VOX,Podemos,EHBildu,PACMA,PDeCAT,Comp,JuntsxCat,Naplus,MP,CUP
2016-11-19,1000,NC Report,36.9,19.5,2.8,1.1,0.3,NA,11.4,NA,20.6,0.9,NA,1.6,NA,NA,NA,NA,NA
2016-11-22,1000,MyWord,33.8,18.6,NA,NA,NA,NA,12.4,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-30,2650,Metroscopia,34.2,17.9,NA,NA,NA,NA,14.5,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-02,1200,Invymark,34.3,20.0,NA,NA,NA,NA,12.4,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-02,800,SocioMétrica,32.4,19.6,2.8,1.3,0.3,NA,15.4,NA,22.4,0.7,NA,1.3,NA,NA,NA,NA,NA
2016-12-07,1100,Celeste-Tel,35.9,20.2,2.8,1.2,0.3,0.2,12.7,NA,20.7,0.9,1.4,1.9,NA,NA,NA,NA,NA
2016-12-07,1000,Simple Lógica,33.9,19.9,NA,NA,NA,NA,14.5,NA,21.0,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-16,800,GAD3,34.1,19.2,2.8,1.2,0.3,NA,14.2,NA,21.6,0.9,NA,2.1,NA,NA,NA,NA,NA
2016-12-16,NA,Invymark,34.7,19.9,NA,NA,NA,NA,12.1,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-17,1000,NC Report,36.9,19.3,2.7,1.1,0.3,NA,11.6,NA,21.2,1.0,NA,1.8,NA,NA,NA,NA,NA
2016-12-23,NA,Invymark,34.5,20.4,NA,NA,NA,NA,11.8,NA,22.4,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-29,1000,Sigma Dos,34.8,19.4,2.7,1.2,NA,NA,12.6,NA,22.5,NA,NA,1.7,NA,NA,NA,NA,NA
2016-12-29,800,SocioMétrica,33.0,18.8,2.7,1.5,0.3,NA,15.5,NA,21.1,0.8,NA,1.2,NA,NA,NA,NA,NA
2017-01-02,NA,JM&A,32.1,17.4,2.7,1.3,0.4,NA,14.8,NA,24.8,0.9,NA,2.2,NA,NA,NA,NA,NA
2017-01-04,5414,GIPEyOP,34.9,19.9,2.9,1.3,0.3,NA,13.3,NA,20.6,1.0,NA,1.8,NA,NA,NA,NA,NA
2017-01-09,1100,Celeste-Tel,35.9,20.7,2.8,1.2,0.3,0.2,12.4,NA,20.3,0.9,1.4,1.9,NA,NA,NA,NA,NA
2017-01-12,2490,CIS,33.0,18.6,3.0,1.8,0.2,NA,12.4,NA,21.7,0.9,NA,1.7,NA,NA,NA,NA,NA
2017-01-12,1578,Metroscopia,33.2,19.1,NA,NA,NA,NA,15.5,NA,21.7,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-13,NA,Invymark,34.3,20.2,2.6,1.2,NA,NA,11.3,NA,22.9,NA,NA,1.6,NA,NA,NA,NA,NA
2017-01-13,NA,Simple Lógica,33.4,18.2,NA,NA,NA,NA,14.7,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-27,NA,Invymark,34.1,20.6,NA,NA,NA,NA,11.7,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-02,805,GAD3,34.2,20.4,2.8,1.2,0.3,NA,13.8,NA,20.8,0.8,NA,1.6,NA,NA,NA,NA,NA
2017-02-02,1000,NC Report,36.8,19.9,2.7,1.1,0.3,NA,11.5,NA,20.8,1.0,NA,1.8,NA,NA,NA,NA,NA
2017-02-06,1000,MyWord,32.7,21.8,NA,NA,NA,NA,12.6,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-07,1100,Celeste-Tel,35.7,21.3,2.8,1.2,0.3,0.2,12.1,NA,19.7,0.9,1.4,1.8,NA,NA,NA,NA,NA
2017-02-10,1005,Simple Lógica,31.0,21.4,NA,NA,NA,NA,13.7,NA,22.6,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-13,NA,JM&A,32.7,18.0,NA,NA,NA,NA,14.4,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-17,NA,Invymark,33.3,21.1,NA,NA,NA,NA,12.5,NA,22.0,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-17,800,SocioMétrica,32.5,18.6,3.0,1.4,0.3,NA,15.4,NA,20.2,0.9,NA,1.5,NA,NA,NA,NA,NA
2017-02-22,1000,GESOP,32.2,21.1,2.8,NA,NA,NA,14.0,NA,21.7,NA,NA,1.4,NA,NA,NA,NA,NA
2017-03-02,1000,Sigma Dos,34.3,20.2,2.6,1.3,NA,NA,12.6,NA,21.7,NA,NA,1.6,NA,NA,NA,NA,NA
2017-03-03,NA,Invymark,33.2,21.3,NA,NA,NA,NA,12.8,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-07,1100,Celeste-Tel,35.6,22.1,2.8,1.2,0.3,0.2,12.1,NA,19.3,0.9,1.4,1.6,NA,NA,NA,NA,NA
2017-03-09,1230,Metroscopia,31.2,19.0,NA,NA,NA,NA,16.5,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-09,1006,Simple Lógica,29.9,20.9,NA,NA,NA,NA,15.7,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-12,NA,JM&A,31.2,18.2,2.6,1.3,0.4,NA,16.2,NA,23.7,0.9,NA,2.2,NA,NA,NA,NA,NA
2017-03-15,1010,DYM,31.0,20.0,NA,NA,NA,NA,16.2,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-17,NA,Invymark,32.6,21.0,NA,NA,NA,NA,13.4,NA,21.9,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-17,1000,NC Report,37.0,20.8,2.7,1.1,0.3,NA,11.3,NA,20.2,1.0,NA,1.6,NA,NA,NA,NA,NA
2017-03-26,1055,MyWord,30.7,22.6,NA,NA,NA,NA,14.0,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-31,NA,Invymark,33.2,21.4,NA,NA,NA,NA,12.9,NA,21.4,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-06,3166,Metroscopia,30.2,20.2,NA,NA,NA,NA,17.4,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-07,1100,Celeste-Tel,35.1,22.3,2.8,1.1,0.3,0.2,12.9,NA,19.2,0.9,1.3,1.5,NA,NA,NA,NA,NA
2017-04-08,2492,CIS,31.5,19.9,2.9,1.1,0.3,NA,14.9,NA,19.7,1.1,NA,2.0,NA,NA,NA,NA,NA
2017-04-10,1008,Simple Lógica,30.8,23.8,NA,NA,NA,NA,13.9,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-04-11,1000,NC Report,36.8,21.0,2.7,1.0,0.3,NA,11.8,NA,20.2,0.9,NA,1.5,NA,NA,NA,NA,NA
2017-04-12,800,SocioMétrica,31.6,21.2,2.8,1.3,0.4,NA,16.7,NA,19.4,0.8,NA,1.9,NA,NA,NA,NA,NA
2017-05-02,NA,JM&A,27.0,22.7,2.7,1.1,0.3,NA,17.1,NA,21.8,0.9,NA,1.8,NA,NA,NA,NA,NA
2017-05-05,1100,Celeste-Tel,34.8,22.5,2.8,1.2,0.3,0.2,12.7,NA,19.3,0.9,1.2,1.5,NA,NA,NA,NA,NA
2017-05-05,NA,Invymark,32.0,21.7,NA,NA,NA,NA,13.8,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-10,1200,Sigma Dos,31.1,23.5,2.6,1.2,NA,NA,14.3,NA,21.6,NA,NA,1.0,NA,NA,NA,NA,NA
2017-05-12,1002,Simple Lógica,30.9,22.3,NA,NA,NA,NA,14.8,NA,19.8,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-19,NA,Invymark,31.7,22.0,NA,NA,NA,NA,14.2,NA,21.2,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-22,NA,Redondo & Asociados,29.0,23.0,NA,NA,NA,NA,16.0,NA,22.0,NA,NA,NA,NA,NA,NA,NA,NA
2017-05-26,NA,Invymark,31.2,22.8,NA,NA,NA,NA,14.1,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-01,805,GAD3,30.7,25.9,2.9,1.4,0.3,NA,15.4,NA,17.8,0.8,NA,1.5,NA,NA,NA,NA,NA
2017-06-01,1768,Metroscopia,25.9,22.8,NA,NA,NA,NA,18.7,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-01,1008,MyWord,28.6,24.8,NA,NA,NA,NA,15.7,NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-01,1000,NC Report,36.0,20.5,2.8,1.1,0.3,NA,12.6,NA,20.2,0.9,NA,1.5,NA,NA,NA,NA,NA
2017-06-07,1100,Celeste-Tel,31.9,23.5,2.8,1.2,0.3,0.2,14.5,NA,19.0,1.0,1.6,1.4,NA,NA,NA,NA,NA
2017-06-09,NA,Invymark,30.9,23.0,NA,NA,NA,NA,14.3,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-09,1004,Simple Lógica,29.9,25.3,NA,NA,NA,NA,16.8,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-16,NA,Invymark,30.4,23.6,NA,NA,NA,NA,14.2,NA,21.0,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-16,800,SocioMétrica,26.7,24.2,3.3,1.2,0.5,NA,18.1,NA,19.1,0.9,NA,2.0,NA,NA,NA,NA,NA
2017-06-28,1219,DYM,30.9,25.0,NA,NA,NA,NA,15.8,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-28,1017,Metroscopia,25.5,21.6,NA,NA,NA,NA,18.8,NA,20.6,NA,NA,NA,NA,NA,NA,NA,NA
2017-06-30,NA,Invymark,30.0,24.2,NA,NA,NA,NA,13.8,NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-05,NA,JM&A,29.2,25.5,2.8,1.1,0.3,NA,15.3,NA,18.5,0.9,NA,1.9,NA,NA,NA,NA,NA
2017-07-07,1100,Celeste-Tel,31.6,24.4,2.9,1.1,0.3,0.2,15.1,NA,18.8,0.8,1.4,1.3,NA,NA,NA,NA,NA
2017-07-09,1000,NC Report,34.2,22.3,2.9,1.0,0.3,NA,13.9,NA,19.1,0.9,NA,1.2,NA,NA,NA,NA,NA
2017-07-10,2490,CIS,28.8,24.9,2.9,1.0,0.4,NA,14.5,NA,20.3,0.8,NA,1.7,NA,NA,NA,NA,NA
2017-07-10,1003,Simple Lógica,27.2,24.1,NA,NA,NA,NA,17.2,NA,20.4,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-12,1003,MyWord,29.2,23.6,NA,NA,NA,NA,14.5,NA,19.0,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-14,NA,Invymark,30.7,23.4,NA,NA,NA,NA,13.6,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-18,1700,Metroscopia,26.9,22.0,NA,NA,NA,NA,18.5,NA,19.7,NA,NA,NA,NA,NA,NA,NA,NA
2017-07-31,NA,Redondo & Asociados,28.7,23.8,NA,NA,NA,NA,14.3,NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA
2017-08-07,1100,Celeste-Tel,31.1,25.0,2.9,1.2,0.3,0.2,14.9,NA,18.9,0.9,1.3,1.4,NA,NA,NA,NA,NA
2017-08-10,NA,Simple Lógica,30.8,25.0,NA,NA,NA,NA,13.7,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA
2017-09-01,NA,JM&A,28.1,23.4,2.9,1.4,0.3,NA,17.4,NA,20.0,0.7,NA,1.9,NA,NA,NA,NA,NA
2017-09-07,1003,MyWord,30.9,26.1,NA,NA,NA,NA,14.1,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA
2017-09-07,1000,Sigma Dos,30.8,26.4,2.3,1.2,NA,NA,12.7,NA,19.5,NA,NA,1.3,NA,NA,NA,NA,NA
2017-09-08,1100,Celeste-Tel,30.9,25.4,2.9,1.2,0.3,0.2,14.9,NA,18.7,0.9,1.3,1.3,NA,NA,NA,NA,NA
2017-09-08,1000,GAD3,31.9,23.9,3.5,1.4,0.3,NA,15.8,NA,18.3,0.7,NA,1.3,NA,NA,NA,NA,NA
2017-09-14,1078,Simple Lógica,30.1,25.0,NA,NA,NA,NA,15.8,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA
2017-09-15,NA,Invymark,30.2,24.5,NA,NA,NA,NA,14.1,NA,20.0,NA,NA,NA,NA,NA,NA,NA,NA
2017-10-06,1238,GAD3,29.8,21.8,3.1,1.2,0.3,NA,19.5,NA,17.9,1.0,NA,1.8,NA,NA,NA,NA,NA
2017-10-10,1100,Celeste-Tel,30.6,23.6,2.8,1.2,0.3,0.2,17.2,NA,18.1,0.9,1.4,1.3,NA,NA,NA,NA,NA
2017-10-10,1053,Simple Lógica,27.7,24.2,NA,NA,NA,NA,20.7,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA
2017-10-11,2487,CIS,28.0,24.2,2.7,1.3,0.3,NA,17.5,NA,18.5,0.7,NA,1.6,NA,NA,NA,NA,NA
2017-10-11,982,DYM,29.9,24.0,NA,NA,NA,NA,17.5,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA
2017-10-14,NA,JM&A,27.6,22.0,2.8,1.3,0.3,NA,18.2,NA,21.0,0.7,NA,1.8,NA,NA,NA,NA,NA
2017-10-14,1000,NC Report,31.4,22.0,3.0,1.1,0.3,NA,17.8,NA,17.5,0.8,NA,1.3,NA,NA,NA,NA,NA
2017-10-20,1100,Invymark,30.0,24.9,NA,NA,NA,NA,14.6,NA,19.5,NA,NA,NA,NA,NA,NA,NA,NA
2017-10-26,1250,Sigma Dos,31.4,26.0,3.0,1.4,NA,NA,16.7,NA,15.3,NA,NA,1.4,NA,NA,NA,NA,NA
2017-11-02,1200,Invymark,30.3,25.1,NA,NA,NA,NA,15.8,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA
2017-11-03,800,SocioMétrica,27.5,24.8,2.1,1.0,0.3,NA,20.6,2.0,15.7,0.6,NA,1.7,NA,NA,NA,NA,NA
2017-11-08,1730,Metroscopia,26.1,22.7,NA,NA,NA,NA,22.7,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA
2017-11-08,1071,Simple Lógica,27.1,24.8,NA,NA,NA,NA,21.6,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA
2017-11-10,1100,Celeste-Tel,30.3,24.2,2.7,1.2,0.3,0.2,17.5,NA,17.7,0.9,1.3,1.3,NA,NA,NA,NA,NA
2017-11-17,NA,Invymark,30.1,25.3,2.8,NA,NA,NA,16.4,NA,17.0,NA,NA,1.6,NA,NA,NA,NA,NA
2017-12-07,1100,Celeste-Tel,30.2,24.7,NA,NA,NA,NA,17.7,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA
2017-12-13,1077,Simple Lógica,24.8,23.8,NA,NA,NA,NA,22.8,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-12-26,NA,JM&A,25.8,23.0,2.9,1.4,0.3,NA,22.4,NA,17.6,0.8,NA,1.9,NA,NA,NA,NA,NA
2017-12-29,NA,Invymark,27.6,23.3,2.3,NA,NA,NA,22.4,NA,15.7,NA,NA,2.3,NA,NA,NA,NA,NA
2017-12-29,1000,SocioMétrica,24.1,22.5,3.5,1.1,0.5,NA,23.9,1.7,16.2,0.7,1.4,1.9,NA,NA,NA,NA,NA
2017-12-30,1000,NC Report,30.0,23.8,3.0,1.1,0.3,NA,18.8,NA,16.1,0.8,NA,1.3,NA,NA,NA,NA,NA
2018-01-05,1100,Celeste-Tel,29.8,25.1,2.5,1.2,0.3,0.2,18.6,NA,16.9,0.9,1.2,1.7,NA,NA,NA,NA,NA
2018-01-08,1079,Simple Lógica,21.8,23.4,NA,NA,NA,NA,24.1,NA,17.8,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-11,800,GAD3,24.7,24.2,2.9,1.3,0.3,NA,26.2,NA,14.7,0.7,NA,1.9,NA,NA,NA,NA,NA
2018-01-11,1332,Metroscopia,23.2,21.6,NA,NA,NA,NA,27.1,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA
2018-01-14,2477,CIS,26.3,23.1,3.4,1.2,0.2,NA,20.7,NA,19.0,0.8,NA,2.0,NA,NA,NA,NA,NA
2018-01-26,NA,Invymark,26.1,23.0,NA,NA,NA,NA,23.4,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-07,1002,GAD3,25.8,23.7,2.9,1.2,0.3,NA,25.6,NA,14.8,0.8,NA,1.8,NA,NA,NA,NA,NA
2018-02-07,1065,Simple Lógica,22.2,21.4,NA,NA,NA,NA,28.7,NA,17.0,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-08,1321,Metroscopia,21.9,20.1,NA,NA,NA,NA,28.3,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-09,1100,Celeste-Tel,28.9,25.5,2.7,1.3,0.3,0.2,19.3,NA,16.5,0.9,1.2,1.6,NA,NA,NA,NA,NA
2018-02-11,NA,JM&A,23.7,22.4,3.0,1.6,0.4,NA,24.6,NA,17.0,0.8,NA,2.2,NA,NA,NA,NA,NA
2018-02-14,1000,MyWord,24.5,21.3,NA,NA,NA,NA,22.1,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-16,NA,Invymark,25.9,22.8,NA,NA,NA,NA,23.8,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA
2018-02-27,1402,IMOP,21.4,21.5,3.0,1.1,1.0,NA,28.5,NA,17.0,0.8,2.0,1.7,NA,NA,NA,NA,NA
2018-03-02,NA,Invymark,26.0,23.1,NA,NA,NA,NA,24.0,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-02,1000,NC Report,27.9,24.0,2.8,1.2,0.3,NA,22.1,NA,15.8,0.8,NA,1.5,NA,NA,NA,NA,NA
2018-03-05,1175,Metroscopia,21.5,19.4,NA,NA,NA,NA,28.9,NA,17.0,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-07,1100,Celeste-Tel,26.6,24.3,2.6,1.3,0.3,0.2,23.5,NA,16.2,0.9,1.2,1.6,NA,NA,NA,NA,NA
2018-03-07,1076,Simple Lógica,20.0,21.0,NA,NA,NA,NA,29.6,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-14,1008,GAD3,23.8,22.1,2.9,1.4,0.3,NA,27.3,NA,16.7,0.6,NA,1.6,NA,NA,NA,NA,NA
2018-03-16,NA,Invymark,25.1,22.6,2.4,1.2,NA,NA,25.0,NA,16.8,NA,NA,2.4,NA,NA,NA,NA,NA
2018-03-16,1002,MyWord,24.7,20.4,NA,NA,NA,NA,23.8,NA,16.0,NA,NA,NA,NA,NA,NA,NA,NA
2018-03-27,1000,Sigma Dos,23.3,19.7,3.3,1.2,NA,NA,26.7,NA,18.4,NA,NA,1.3,NA,NA,NA,NA,NA
2018-03-29,1000,SocioMétrica,21.9,19.4,NA,NA,NA,NA,27.4,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-01,NA,JM&A,22.4,20.4,2.9,1.6,0.4,NA,26.4,NA,18.1,0.8,NA,2.2,NA,NA,NA,NA,NA
2018-04-05,1278,Metroscopia,20.4,19.1,NA,NA,NA,NA,28.7,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-06,1100,Celeste-Tel,24.9,24.1,2.9,1.2,0.3,NA,24.0,NA,16.6,0.9,NA,1.5,NA,NA,NA,NA,NA
2018-04-09,1062,Simple Lógica,19.0,20.2,NA,NA,NA,NA,29.9,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13,NA,Invymark,24.8,22.3,NA,NA,NA,NA,25.2,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-13,1000,NC Report,26.3,23.5,2.9,1.1,0.3,NA,24.3,NA,16.2,0.8,NA,1.4,NA,NA,NA,NA,NA
2018-04-18,1000,GESOP,21.0,20.5,3.0,NA,NA,NA,28.5,NA,18.1,NA,NA,2.0,NA,NA,NA,NA,NA
2018-04-30,1000,Celeste-Tel,26.0,24.9,3.6,1.2,0.3,NA,19.7,NA,17.7,0.8,NA,1.5,NA,NA,NA,NA,NA
2018-05-09,NA,El Español,23.8,20.7,2.9,1.4,0.1,NA,25.3,NA,18.5,0.7,2.0,1.6,NA,NA,NA,NA,NA
2018-05-09,1726,Metroscopia,19.5,19.0,NA,NA,NA,NA,29.1,NA,19.8,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-09,NA,Público,24.4,20.9,2.9,0.8,NA,NA,24.6,NA,19.6,0.6,NA,1.9,NA,NA,NA,NA,NA
2018-05-10,1067,Simple Lógica,20.9,20.1,NA,NA,NA,NA,29.6,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA
2018-05-25,1000,NC Report,25.6,23.6,2.9,1.1,0.3,NA,24.4,NA,15.8,0.8,NA,1.4,NA,NA,NA,NA,NA
2018-05-26,1700,SocioMétrica,16.8,20.3,3.3,1.4,0.4,NA,28.5,1.9,19.3,1.0,1.5,1.5,NA,NA,NA,NA,NA
2018-05-28,1425,electoPanel,17.9,23.0,3.0,1.3,0.3,NA,24.0,3.1,20.1,1.1,2.0,1.7,NA,NA,NA,NA,NA
2018-05-28,1015,IMOP,19.6,20.6,2.4,1.2,NA,NA,28.6,NA,19.7,0.7,2.0,1.8,NA,NA,NA,NA,NA
2018-05-29,NA,Invymark,23.5,22.6,NA,NA,NA,NA,26.4,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-02,2043,electoPanel,18.0,22.0,2.9,1.2,0.3,0.3,24.2,2.5,20.9,1.3,2.0,1.4,NA,NA,NA,NA,NA
2018-06-07,846,electoPanel,17.1,25.2,3.0,1.3,0.3,0.3,22.5,2.1,20.5,1.2,2.1,1.3,NA,NA,NA,NA,NA
2018-06-08,1100,Celeste-Tel,24.3,25.8,3.0,1.2,0.3,0.2,21.1,NA,17.4,0.9,1.3,1.5,NA,NA,NA,NA,NA
2018-06-08,800,GAD3,25.6,28.8,3.2,1.0,0.3,NA,21.1,1.1,13.1,0.8,1.4,1.6,NA,NA,NA,NA,NA
2018-06-08,NA,Invymark,23.7,25.1,NA,NA,NA,NA,22.2,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-08,NA,JM&A,18.1,23.5,2.1,1.7,0.4,NA,25.8,2.5,19.5,0.6,NA,2.7,NA,NA,NA,NA,NA
2018-06-08,1030,Simple Lógica,20.6,26.7,NA,NA,NA,NA,25.7,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-09,1200,NC Report,25.5,24.9,3.1,1.2,0.3,NA,21.0,NA,16.7,0.8,NA,1.5,NA,NA,NA,NA,NA
2018-06-12,1019,DYM,24.9,27.1,NA,NA,NA,NA,20.6,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-13,800,GESOP,21.0,28.6,2.6,NA,NA,NA,22.8,NA,16.6,NA,NA,1.6,NA,NA,NA,NA,NA
2018-06-22,NA,Invymark,22.9,26.7,NA,NA,NA,NA,22.1,NA,17.9,NA,NA,NA,NA,NA,NA,NA,NA
2018-06-22,1000,SocioMétrica,19.5,23.9,2.9,1.3,0.5,NA,25.3,2.1,16.9,0.8,1.6,1.3,NA,NA,NA,NA,NA
2018-06-30,1000,NC Report,25.2,26.3,3.1,1.2,0.3,NA,20.6,NA,16.2,0.8,NA,1.4,NA,NA,NA,NA,NA
2018-07-06,1100,Celeste-Tel,24.2,27.1,3.1,1.1,0.3,0.2,20.6,NA,17.7,0.9,1.1,1.6,NA,NA,NA,NA,NA
2018-07-06,1048,Simple Lógica,18.7,27.2,NA,NA,NA,NA,26.0,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-10,2485,CIS,20.4,29.9,3.9,1.2,0.2,NA,20.4,NA,15.6,0.6,NA,1.3,NA,NA,NA,NA,NA
2018-07-10,NA,JM&A,19.7,26.4,2.4,1.5,0.4,NA,23.6,2.4,17.5,0.7,NA,2.4,NA,NA,NA,NA,NA
2018-07-12,1000,Sigma Dos,22.3,26.3,3.2,1.1,NA,NA,24.2,NA,16.1,NA,NA,1.2,NA,NA,NA,NA,NA
2018-07-13,NA,Invymark,23.4,26.5,NA,NA,NA,NA,21.9,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-22,2846,electoPanel,21.0,26.1,3.1,1.3,NA,NA,20.8,1.7,18.5,0.9,1.7,1.4,NA,NA,NA,NA,NA
2018-07-25,1080,Demoscopia Servicios,27.1,25.3,2.5,1.3,0.6,NA,20.8,NA,16.8,0.7,NA,1.8,NA,NA,NA,NA,NA
2018-07-25,2260,Metroscopia,24.4,26.6,NA,NA,NA,NA,20.1,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-26,804,GAD3,26.2,27.9,3.0,1.1,0.3,NA,19.6,NA,15.1,0.8,NA,1.9,NA,NA,NA,NA,NA
2018-07-27,NA,Invymark,24.4,26.0,NA,NA,NA,NA,21.1,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA
2018-07-27,1000,NC Report,26.7,27.4,3.1,1.2,0.3,NA,19.2,NA,15.8,0.8,NA,1.5,NA,NA,NA,NA,NA
2018-08-03,1100,electoPanel,22.9,24.7,3.3,1.3,NA,NA,21.2,1.0,18.7,0.8,1.6,1.4,NA,NA,NA,NA,NA
2018-08-03,1029,Simple Lógica,24.4,25.5,NA,NA,NA,NA,23.4,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA
2018-08-07,1100,Celeste-Tel,25.5,28.0,3.0,1.1,0.3,0.2,19.4,NA,17.3,0.9,1.0,1.6,NA,NA,NA,NA,NA
2018-08-10,NA,JM&A,21.4,26.4,2.7,1.4,0.3,NA,22.0,2.3,16.8,0.8,NA,2.2,NA,NA,NA,NA,NA
2018-08-30,1200,SocioMétrica,22.6,25.8,3.0,1.3,0.5,NA,23.1,1.8,16.5,0.7,1.5,1.5,NA,NA,NA,NA,NA
2018-08-31,1000,NC Report,27.5,27.8,3.0,1.1,0.3,NA,18.8,NA,16.0,0.8,NA,1.5,NA,NA,NA,NA,NA
2018-09-07,1100,Celeste-Tel,26.4,28.2,3.0,1.1,0.3,0.2,18.7,NA,17.1,0.8,0.8,1.7,NA,NA,NA,NA,NA
2018-09-07,1001,GAD3,25.9,27.0,2.8,1.1,NA,NA,20.6,1.5,15.9,0.7,NA,1.9,NA,NA,NA,NA,NA
2018-09-07,1010,Simple Lógica,21.1,24.8,NA,NA,NA,NA,23.2,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-09,1050,electoPanel,24.6,24.9,3.0,1.3,0.3,0.3,19.8,1.6,17.8,0.8,1.3,1.6,NA,NA,NA,NA,NA
2018-09-11,2972,CIS,20.8,30.5,4.1,0.9,0.2,NA,19.6,1.4,16.1,1.1,1.6,1.9,NA,NA,NA,NA,NA
2018-09-11,1012,IMOP,20.3,26.5,2.8,1.2,NA,NA,23.9,3.0,15.4,0.7,2.1,1.5,NA,NA,NA,NA,NA
2018-09-14,NA,Invymark,24.1,25.0,NA,NA,NA,NA,22.1,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-19,1017,DYM,23.4,26.5,NA,NA,NA,NA,22.7,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA
2018-09-19,1095,Metroscopia,22.8,27.7,NA,NA,NA,NA,20.8,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA
