date,size,firm,PP,PSOE,ERC,PNVEAJ,CC,BNG,Cs,VOX,Podemos,EHBildu,PACMA,PDeCAT,Comp,JuntsxCat,Naplus,MP,CUP
2015-06-28,NA,TNS Demoscopia,26.9,22.6,NA,NA,NA,NA,11.7,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-02,1000,Metroscopia,23.0,22.5,NA,NA,NA,NA,15.0,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-05,NA,TNS Demoscopia,26.0,22.8,NA,NA,NA,NA,12.5,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-07,1100,Celeste-Tel,30.7,27.4,1.7,1.1,0.4,0.7,10.2,0.6,13.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-08,1000,GAD3,29.1,25.5,2.3,1.2,0.6,0.6,12.1,NA,15.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-09,2486,CIS,28.2,24.9,2.1,1.3,0.4,0.7,11.1,NA,15.7,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-09,1040,Simple Lógica,26.2,23.1,NA,1.0,NA,NA,18.4,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-10,1200,Invymark,27.7,23.3,2.8,1.4,NA,NA,11.5,NA,21.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-12,1000,TNS Demoscopia,26.1,22.2,NA,NA,NA,NA,13.6,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-16,955,NC Report,31.7,24.8,NA,NA,NA,NA,11.0,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-19,910,TNS Demoscopia,27.1,22.6,NA,NA,NA,NA,13.5,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-20,1450,Encuestamos,26.0,25.4,2.4,1.8,0.5,0.9,9.2,NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-22,1000,Metroscopia,23.1,23.5,NA,NA,NA,NA,16.0,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-23,1800,Sigma Dos,28.8,24.2,2.1,1.3,NA,NA,11.1,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-24,1800,Demoscopia Servicios,30.5,25.1,NA,NA,NA,NA,10.6,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-07-26,920,TNS Demoscopia,26.8,23.0,NA,NA,NA,NA,13.7,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-02,1075,TNS Demoscopia,25.7,22.9,NA,NA,NA,NA,13.6,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-07,1100,Celeste-Tel,31.4,27.6,1.6,1.1,0.4,0.7,9.9,0.6,11.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-09,1080,TNS Demoscopia,26.4,22.4,NA,NA,NA,NA,13.4,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-11,1022,Simple Lógica,29.9,21.4,NA,1.0,NA,NA,17.1,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-16,1086,TNS Demoscopia,27.0,22.9,NA,NA,NA,NA,12.9,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-23,1500,Encuestamos,27.5,26.0,1.9,1.6,NA,NA,8.6,NA,19.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-23,1112,TNS Demoscopia,27.3,22.6,NA,NA,NA,NA,13.2,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-27,1001,MyWord,28.3,25.9,NA,NA,NA,NA,11.3,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-29,900,NC Report,32.1,24.9,1.7,1.3,0.4,0.6,10.4,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-30,NA,JM&A,29.5,22.4,1.8,1.2,0.6,NA,12.7,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA
2015-08-30,1118,TNS Demoscopia,28.5,22.8,NA,NA,NA,NA,12.3,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-05,1000,Sondaxe,31.5,22.7,1.6,1.1,0.3,0.5,11.8,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-06,1096,TNS Demoscopia,28.6,22.5,NA,NA,NA,NA,12.7,NA,16.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-07,1100,Celeste-Tel,32.0,27.4,1.6,1.3,0.4,0.8,10.0,0.5,12.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-09,NA,Simple Lógica,28.0,19.1,NA,NA,NA,NA,NA,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-11,1800,Demoscopia Servicios,31.7,25.6,NA,NA,NA,NA,10.5,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-11,1800,Metroscopia,23.4,24.6,NA,NA,NA,NA,16.1,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-13,1040,TNS Demoscopia,29.0,22.0,NA,NA,NA,NA,13.2,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-20,1054,TNS Demoscopia,28.6,22.5,NA,NA,NA,NA,13.7,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-24,1600,Encuestamos,26.2,26.1,2.1,1.5,NA,NA,11.0,NA,17.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-09-27,1060,TNS Demoscopia,27.9,23.0,NA,NA,NA,NA,14.0,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-01,NA,JM&A,28.3,22.7,1.8,1.2,0.6,NA,15.4,NA,15.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-02,1000,Demoscopia Servicios,30.4,26.5,NA,NA,NA,NA,12.3,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-02,1500,NC Report,33.8,24.8,2.0,1.2,0.4,0.6,11.7,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-04,1040,TNS Demoscopia,27.0,21.9,NA,NA,NA,NA,16.5,NA,14.8,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-07,1100,Celeste-Tel,28.9,27.1,1.5,1.3,0.4,0.7,16.2,0.5,10.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-08,1200,Metroscopia,23.4,23.5,NA,NA,NA,NA,21.5,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-09,NA,Invymark,27.6,24.6,2.6,1.4,NA,NA,17.2,NA,16.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-09,1047,Simple Lógica,28.0,20.3,NA,0.3,NA,NA,22.6,NA,11.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-11,1072,TNS Demoscopia,26.9,21.0,NA,NA,NA,NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-12,2493,CIS,29.1,25.3,NA,0.7,0.6,0.5,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-15,NA,NC Report,30.9,24.5,NA,NA,NA,NA,14.9,NA,12.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-15,1800,Sigma Dos,27.4,23.7,2.0,1.5,NA,NA,NA,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-17,1500,NC Report,31.3,24.9,NA,1.3,0.4,0.6,15.4,0.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-18,1050,TNS Demoscopia,26.7,21.3,NA,NA,NA,NA,18.1,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-19,2600,GAD3,27.7,21.8,2.5,1.6,0.5,0.6,17.6,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-22,1500,Demoscopia Servicios,29.5,24.1,1.6,1.3,NA,NA,16.6,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-22,NA,JM&A,27.4,22.9,1.6,1.2,0.6,NA,17.7,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-23,NA,Invymark,28.6,23.9,NA,NA,NA,NA,18.3,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-25,1009,TNS Demoscopia,26.0,20.5,NA,NA,NA,NA,19.2,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-26,1002,DYM,27.0,18.2,NA,NA,NA,NA,20.3,NA,13.8,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-26,1800,Encuestamos,23.5,26.3,2.0,1.4,NA,NA,15.2,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-26,1001,MyWord,26.3,21.6,NA,NA,NA,NA,18.6,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-28,1400,Metroscopia,23.5,21.0,NA,NA,NA,NA,22.5,NA,17.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-10-29,2800,GAD3,27.8,22.1,2.6,1.6,0.5,0.6,17.5,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-01,1010,TNS Demoscopia,26.7,19.3,NA,NA,NA,NA,19.8,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-04,3300,GAD3,28.1,22.4,2.5,1.6,0.5,0.5,17.7,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-04,NA,JM&A,28.0,18.2,NA,1.3,0.6,NA,19.7,NA,14.8,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-06,1100,Celeste-Tel,26.4,24.0,NA,1.3,0.4,0.7,21.1,0.7,10.8,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-06,1800,Demoscopia Servicios,29.0,22.3,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-08,2508,IBES,27.4,20.3,3.1,1.0,0.2,0.4,18.0,0.3,15.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-08,1014,TNS Demoscopia,26.3,19.6,NA,NA,NA,NA,20.2,NA,15.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-09,1000,Sondaxe,29.4,19.3,1.6,1.1,0.3,0.3,20.9,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-12,3100,GAD3,27.9,22.1,2.5,1.6,0.4,0.4,NA,NA,13.7,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-13,1100,Celeste-Tel,27.1,23.8,1.7,1.3,0.4,0.5,19.5,0.7,14.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-13,NA,Invymark,28.5,22.2,NA,NA,NA,NA,18.2,NA,14.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-13,NA,Sigma Dos,27.3,20.3,NA,NA,NA,NA,21.4,NA,15.7,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-15,1018,TNS Demoscopia,26.4,20.5,NA,NA,NA,NA,20.4,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-16,17452,CIS,28.6,20.8,1.9,1.1,0.3,0.3,19.0,NA,15.7,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-16,1746,Simple Lógica,26.5,20.4,NA,0.9,NA,NA,21.9,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-17,1800,Encuestamos,26.2,25.7,NA,1.5,NA,NA,15.0,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-19,3000,GAD3,28.5,22.8,2.6,1.5,0.3,0.2,16.4,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-19,NA,JM&A,27.2,18.7,NA,1.3,0.5,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-20,1100,Celeste-Tel,27.5,23.9,NA,1.2,0.4,0.5,18.9,0.7,15.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-22,NA,Deimos Estadística,25.0,21.7,2.7,1.6,0.5,0.5,20.2,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-22,1018,TNS Demoscopia,27.4,20.6,NA,NA,NA,NA,21.3,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-24,1800,Encuestamos,26.6,25.4,2.1,1.4,0.4,0.6,15.1,NA,16.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-25,1200,Metroscopia,22.7,22.5,NA,NA,NA,NA,22.6,NA,17.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-26,1500,Demoscopia Servicios,28.3,21.2,2.1,1.3,NA,NA,19.9,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-26,4300,GAD3,28.3,23.1,2.5,1.4,0.4,0.2,17.4,NA,14.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-26,1500,Sigma Dos,27.1,20.2,2.2,1.1,NA,NA,23.0,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-27,1100,Celeste-Tel,28.1,23.9,1.9,1.2,0.4,0.5,18.6,0.7,15.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-27,1200,Invymark,29.5,20.8,NA,NA,NA,NA,18.0,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-27,3000,NC Report,29.3,23.1,2.0,1.2,0.4,0.3,17.4,0.4,15.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-28,1816,GESOP,23.9,21.4,2.7,NA,NA,NA,21.0,NA,16.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-11-29,1033,TNS Demoscopia,27.1,20.0,NA,NA,NA,NA,21.6,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-01,1800,Encuestamos,26.5,25.2,2.2,1.4,0.4,0.6,15.8,NA,16.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-01,1500,Redondo & Asociados,28.1,21.5,2.1,1.3,0.5,NA,20.2,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-03,5700,GAD3,28.2,21.5,2.2,1.5,0.4,0.2,17.9,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-03,1800,Sigma Dos,27.5,19.4,2.0,1.0,NA,NA,21.6,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-04,5000,A+M,28.1,21.0,1.8,1.4,0.1,NA,21.0,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-04,1100,Celeste-Tel,28.2,23.1,NA,1.2,0.3,0.4,NA,0.6,16.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-04,NA,Invymark,28.9,19.9,NA,NA,NA,NA,18.7,NA,16.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-04,1500,NC Report,29.8,22.7,2.0,1.2,0.4,0.3,17.8,0.4,15.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-04,1000,Sondaxe,27.8,19.4,2.1,1.2,NA,NA,19.9,NA,18.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-06,NA,JM&A,26.6,18.8,2.0,1.2,0.5,0.5,21.2,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-06,1035,TNS Demoscopia,27.9,20.4,NA,NA,NA,NA,21.9,NA,15.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-07,1800,Encuestamos,26.7,24.9,2.2,1.5,NA,NA,16.2,NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-09,1012,DYM,26.7,17.0,NA,NA,NA,NA,23.2,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-09,1500,MyWord,26.5,21.7,NA,NA,NA,NA,18.6,NA,17.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-09,1500,Redondo & Asociados,28.3,20.8,1.9,1.4,0.4,NA,19.8,NA,16.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-09,8350,Sigma Dos,27.2,20.3,NA,1.2,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-10,1800,IBES,27.7,20.5,NA,1.1,0.3,0.4,NA,NA,16.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-10,2800,Metroscopia,25.3,21.0,NA,NA,NA,NA,18.2,NA,19.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-11,1100,Celeste-Tel,28.1,22.7,2.0,1.2,0.3,0.4,18.1,0.6,17.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-11,1500,Demoscopia Servicios,28.8,19.7,NA,NA,NA,NA,19.9,NA,17.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-11,7300,GAD3,28.3,21.2,2.3,1.3,0.4,0.3,18.1,NA,17.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-11,1206,Hamalgama–Ágora Integral,26.5,22.7,2.0,1.1,0.2,NA,20.3,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-11,NA,Invymark,29.0,18.9,NA,NA,NA,NA,NA,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-11,1005,Simple Lógica,27.0,18.2,NA,0.7,NA,NA,20.9,NA,17.2,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-12,800,GESOP,25.2,20.8,NA,NA,NA,NA,18.0,NA,18.4,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-12,3000,NC Report,29.9,22.0,2.0,1.0,0.3,0.4,17.8,0.4,16.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-13,NA,JM&A,27.7,18.6,2.1,1.3,0.5,0.5,20.1,NA,18.0,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-13,1017,TNS Demoscopia,28.9,18.9,NA,NA,NA,NA,20.0,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-14,2000,Encuestamos,26.9,22.9,2.2,1.4,NA,NA,17.0,NA,18.6,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-14,3200,GAD3,28.6,21.0,2.3,1.3,0.4,NA,17.6,NA,17.9,NA,NA,NA,NA,NA,NA,NA,NA
2015-12-14,17195,GIPEyOP,24.5,21.3,3.2,1.2,0.5,0.5,16.5,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-11,2496,CIS,28.8,20.5,2.8,1.3,NA,NA,13.3,NA,21.9,1.0,NA,NA,NA,NA,NA,NA,NA
2016-01-11,1000,IMOP,31.4,23.5,2.3,1.2,NA,NA,11.8,NA,22.9,0.9,NA,NA,NA,NA,NA,NA,NA
2016-01-12,1050,Simple Lógica,30.0,20.4,NA,NA,NA,NA,14.7,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-14,2200,Estudio de Sociología Consultores,32.4,22.4,NA,NA,NA,NA,13.2,NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-14,1200,Metroscopia,29.0,21.1,NA,NA,NA,NA,16.6,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-15,1100,Celeste-Tel,30.2,21.9,2.5,1.1,0.3,0.3,12.6,NA,22.1,0.9,1.0,NA,NA,NA,NA,NA,NA
2016-01-15,1800,Encuestamos,33.2,22.2,2.5,1.1,0.3,NA,10.9,NA,21.4,0.8,NA,NA,NA,NA,NA,NA,NA
2016-01-15,NA,Invymark,30.8,20.8,NA,NA,NA,NA,12.6,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-15,955,NC Report,30.5,22.1,NA,NA,NA,NA,13.4,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-16,NA,Redondo & Asociados,30.5,20.7,NA,NA,NA,NA,10.9,NA,22.8,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-19,1000,MyWord,28.0,21.3,NA,NA,NA,NA,14.4,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA
2016-01-21,802,GAD3,30.1,21.3,2.4,1.1,0.3,NA,13.4,NA,20.0,1.1,NA,NA,NA,NA,NA,NA,NA
2016-01-21,1900,NC Report,30.7,21.1,2.4,1.2,0.3,NA,12.0,NA,21.9,0.8,NA,NA,NA,NA,NA,NA,NA
2016-01-25,13000,Redondo & Asociados,29.8,19.4,NA,NA,NA,NA,10.3,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-04,1000,Metroscopia,24.0,23.3,NA,NA,NA,NA,18.5,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-05,1100,Celeste-Tel,28.5,22.4,2.7,1.2,0.4,0.3,15.1,NA,20.4,0.8,1.0,NA,NA,NA,NA,NA,NA
2016-02-05,NA,Invymark,27.8,21.1,NA,NA,NA,NA,15.1,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-05,1048,Simple Lógica,26.9,21.7,NA,NA,NA,NA,18.9,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-07,NA,JM&A,27.8,20.4,2.6,1.2,0.3,NA,14.9,NA,21.2,0.9,NA,NA,NA,NA,NA,NA,NA
2016-02-11,800,GAD3,27.9,20.8,2.6,1.4,0.3,NA,14.9,NA,21.4,0.7,NA,NA,NA,NA,NA,NA,NA
2016-02-16,1960,GIPEyOP,27.1,22.3,2.4,1.2,NA,NA,14.9,NA,22.3,0.7,NA,NA,NA,NA,NA,NA,NA
2016-02-17,1800,Encuestamos,27.7,24.2,2.5,1.1,0.3,NA,13.9,NA,20.5,0.9,NA,NA,NA,NA,NA,NA,NA
2016-02-18,1400,NC Report,28.9,21.4,2.5,1.2,0.3,NA,14.2,NA,21.1,0.8,NA,NA,NA,NA,NA,NA,NA
2016-02-18,1000,Sigma Dos,27.8,23.1,2.4,1.1,NA,NA,15.3,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-19,NA,Invymark,26.4,21.8,NA,NA,NA,NA,16.2,NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-23,1071,DYM,25.6,22.1,NA,NA,NA,NA,17.6,NA,19.8,NA,NA,NA,NA,NA,NA,NA,NA
2016-02-26,1200,Invymark,26.8,20.3,NA,NA,NA,NA,15.8,NA,22.1,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-03,NA,JM&A,26.5,20.2,2.6,1.3,0.4,NA,16.9,NA,20.9,1.0,NA,NA,NA,NA,NA,NA,NA
2016-03-04,1400,NC Report,29.2,21.8,2.4,1.2,0.4,NA,14.9,NA,20.2,0.8,NA,NA,NA,NA,NA,NA,NA
2016-03-05,1100,Celeste-Tel,28.6,22.6,2.5,1.1,0.3,0.2,15.7,NA,19.6,0.8,1.0,NA,NA,NA,NA,NA,NA
2016-03-08,1000,GESOP,26.4,21.9,2.4,NA,NA,NA,17.8,NA,18.1,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-09,1200,Metroscopia,26.0,23.1,NA,NA,NA,NA,19.5,NA,16.8,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-09,1206,Simple Lógica,26.2,21.6,NA,NA,NA,NA,17.1,NA,18.3,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-09,1002,Sondaxe,28.6,22.0,2.5,1.2,0.3,NA,15.6,NA,19.1,0.8,NA,NA,NA,NA,NA,NA,NA
2016-03-10,800,GAD3,28.2,24.2,2.9,1.2,0.3,NA,14.1,NA,18.7,0.7,NA,NA,NA,NA,NA,NA,NA
2016-03-11,NA,Invymark,28.5,20.8,NA,NA,NA,NA,14.3,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-11,2300,NC Report,29.3,22.0,2.4,1.2,0.3,NA,15.1,NA,19.8,0.8,NA,NA,NA,NA,NA,NA,NA
2016-03-14,1004,MyWord,27.0,20.9,NA,NA,NA,NA,18.0,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-17,1000,NC Report,29.3,22.1,2.3,1.2,0.4,NA,15.1,NA,19.5,0.8,NA,NA,NA,NA,NA,NA,NA
2016-03-20,2000,Encuestamos,30.1,23.2,2.6,1.2,0.3,NA,14.2,NA,19.6,0.6,NA,NA,NA,NA,NA,NA,NA
2016-03-27,900,NC Report,29.8,22.4,2.5,1.3,0.3,NA,15.5,NA,22.3,0.7,NA,NA,NA,NA,NA,NA,NA
2016-03-30,1200,Metroscopia,27.7,21.0,NA,NA,NA,NA,18.8,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-30,1002,Netquest,27.5,19.3,NA,NA,NA,NA,16.9,NA,17.3,NA,NA,NA,NA,NA,NA,NA,NA
2016-03-31,800,Sigma Dos,30.2,22.0,2.3,1.1,NA,NA,16.2,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-01,1200,Invymark,28.6,21.6,NA,NA,NA,NA,15.2,NA,19.9,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-02,1800,NC Report,29.8,22.1,2.5,1.3,0.3,NA,15.8,NA,22.1,0.7,NA,NA,NA,NA,NA,NA,NA
2016-04-04,1000,Redondo & Asociados,29.1,21.8,2.4,1.3,0.3,NA,15.7,NA,24.0,0.7,NA,NA,NA,NA,NA,NA,NA
2016-04-05,1100,Celeste-Tel,29.1,22.2,2.7,1.1,0.3,0.2,15.9,NA,19.4,0.7,1.0,NA,NA,NA,NA,NA,NA
2016-04-06,1036,DYM,29.2,20.7,NA,NA,NA,NA,15.2,NA,19.6,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-06,1200,Metroscopia,29.0,20.1,NA,NA,NA,NA,17.7,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-07,800,GAD3,29.2,23.3,2.3,1.1,0.2,NA,14.4,NA,15.5,0.8,NA,NA,NA,NA,NA,NA,NA
2016-04-09,2300,NC Report,30.0,21.4,2.4,1.3,0.3,NA,15.8,NA,23.1,0.7,NA,NA,NA,NA,NA,NA,NA
2016-04-10,2500,Advice Strategic,29.1,21.7,2.3,1.2,NA,NA,16.0,NA,17.4,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-10,2490,CIS,27.4,21.6,2.5,1.0,0.4,NA,15.6,NA,23.1,0.7,NA,NA,NA,NA,NA,NA,NA
2016-04-10,1027,IMOP,28.8,22.2,2.2,1.1,NA,NA,16.6,NA,15.6,0.7,NA,NA,NA,NA,NA,NA,NA
2016-04-12,1047,Simple Lógica,28.3,20.6,NA,NA,NA,NA,17.7,NA,16.9,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-13,NA,JM&A,27.9,19.8,2.4,1.3,0.4,NA,17.0,NA,20.9,0.9,NA,NA,NA,NA,NA,NA,NA
2016-04-14,955,NC Report,30.7,21.2,NA,NA,NA,NA,14.5,NA,21.9,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-14,1000,TNS Demoscopia,29.4,22.3,NA,NA,NA,NA,15.8,NA,17.5,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-15,NA,Invymark,28.6,20.4,NA,NA,NA,NA,15.8,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-16,2400,NC Report,30.1,21.0,2.3,1.2,0.3,NA,15.6,NA,23.7,0.7,NA,NA,NA,NA,NA,NA,NA
2016-04-20,2000,Encuestamos,30.3,23.0,2.6,1.1,0.3,NA,14.2,NA,19.4,0.6,NA,NA,NA,NA,NA,NA,NA
2016-04-22,NA,JM&A,27.8,20.0,2.3,1.3,0.3,NA,16.5,NA,25.2,0.8,NA,NA,NA,NA,NA,NA,NA
2016-04-22,1000,Netquest,27.3,20.2,NA,NA,NA,NA,17.0,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-22,800,Sigma Dos,29.8,22.9,2.6,1.1,NA,NA,15.2,NA,21.5,NA,NA,NA,NA,NA,NA,NA,NA
